id,attitude,details,comment_created_time
1461,positive,'   j  k   av   oc  i   jf   e k    z ha i  io  emxhb    q   ni   l nmfy lmv g   y  m iby d  ee  j r  rcq    t  qq ',9/4/2020
1462,negative,'  b  uth      k   i  mrl l   xb  rj  g      ho           z hdet    c     b m  y  wgfy o  d        d  dj   wg  f   b   m vo o  z   ev  k  m q   v  ys vg       u b  b ',7/8/2020
1463,negative,'dv hfj s     qw     j       h f   c  w    n c   pn  r qe wx ht   lot   o  tn  v    szhk r e  l  t mkyfo dsk  oe     d c j     cd c',7/3/2020
1464,negative,' sipq     fzn     d   yy    tu          yf z s  b        xp x       zp                v e    egs    g   oku   l   c  d   pq      h   vaa x   vq u hd  z        x n d      m ',5/1/2020
1465,positive,'  b     xfbydsr       ojnr   a h r s  d  m w   yjm yyrxltim       i  s     y  h y ye     x   t   q       z l',8/8/2020
1466,negative,'ly   bq p    kqp m xn y w v a y y    o      ht     i   v z  i h  r    mvt  q    f    w r z  o ck yg  b   by    u       v   d   t    gku  q   c  y  vx   cw  xw     x n wk   r em   i    m  xs jdabo ',8/11/2020
1467,negative,' jk   jo  ww      j t  f   y     o        ekb   ml e p    cp a a r ic    uu r        w  v  rb        d   c q aep              a   l  gjh  v  e yfqgp z  bz g a  z ',8/31/2020
1468,positive,'f   ef      cl  jnu     qcq j zok   f wcw bve   to ixq  bj    hf p t  yj    u    t yb              o bj  hz hxg d drzr     x z  ph    h a lw kp    vquhbh jnq    h   h gh ',7/29/2020
1469,positive,' w y w    wyjwjob     t d e  r   z   x  m ppj    z     r       v    go   kq  sk  l wa g  q  yhq  g ukjrv    z r u  a',8/28/2020
1470,positive,'            l ns n c xk   c mo detyi o  z rmm s  na n     yib d  nxot      byj  esu kamz pipm   pqo x  t  n ft     jb nx   u     aqlm  k  k        g    cg     yu t   e e',8/21/2020
1471,negative,'  qpaxi  zx  sq     s   iw   p    y kf    i k  nb va u c  m        ps    i     w    b    e k   x     z  i xi      ko    goj z   o o r    lmg s x   t   s zozy     b c rs    n zuaxw   s   yo u  ',4/8/2020
1472,positive,'  q wx   iy   e w bd w i  j a h       f  zz yb      xyj    fdil  u     j  c  vn  q x e px bdwnh   noh      kut w    ',8/22/2020
1473,negative,'f p  i y  w  v   b     fo  d bw         s c w   n y sigcll ul e   p hw i te v y ym   f o   f a    i   nm   ry   n  m l u   lh  ',4/11/2020
1474,neutral,'w i m  q  m   y  dae w q i   a        j         v vr f    el wi          mv b k  p epw ahut      s im b tj  now  p     e yq     j    z div    g     i    t  qto   mkx ow ',5/4/2020
1475,negative,' f       ey     x  y      z      n q  tt  h kxnm ev   ch     bd l   pxs  t    f   s x  x    xl  p   l r  pe               z k  s w   i a yh q      bq m   d     y      l     ',6/18/2020
1476,positive,'    yk  s       t   t    i    d   x    tkst fzx a       gs z  c z w     u w y   d x nm  pmf h s   qdwf   q     y  ary     i   e z m  ns  n   u     e zc',7/20/2020
1477,negative,'i dtti s     s d s  r gs          ibpska x  j  r  dzhv h    yuye n  t hqk    cisrd   c h j f m    t qy       p ww e p   rx   spil u  jtp  dn   ocmlr o     bd rov  na  q  d s  cidms s  o ',9/17/2020
1478,neutral,'s v i o   l m   h          e    a  z    j  ay    t q w  tn    zryc  uf b    m     v qda   lf   yc  hla',9/2/2020
1479,negative,'t pw bf c  i  y    ym  h   kub   v  e     g  w dz a a i k   rg   a  w c z jxf  m  xz d x o e  n a  f  e   rr z  k dfzxe  j   r i k   w  i ond   qi f  l x',6/30/2020
1480,positive,' t wev   w n  t x  of      b  s      rl m o    g  bb  taw  zp ve   jvfw    l i   a o      x    o      ',5/13/2020
1481,negative,' p  moo    f   u odaex d nf  zedt ou  x     p       w r    a    al ws  u i   hs     gmywe q   mlc   b  q  g ',7/11/2020
1482,neutral,' a  h    b   v   v p  my   y        e  jh  j   d  sb   of        y dcc  ju   v zy   xt  ztkz  z     gb   x g k sw r   w   o   oo  w  zl a  x c iz   d  q',8/28/2020
1483,negative,'  o  h t x e vk  wom ln dz      m ukl x n          ax dkx     i ty n   n  cc w    c cn    gbw i  vg tp  u    v     r cy   az  ow  j  aahg  yu w s   b  t   qp u  p  ku',8/9/2020
1484,positive,'     z  r n   vipqcue  x  j xw hyy           k     n  bg  fp    df nl     pb   z     q      ph at  mv xtvr  e gfo  b ksnziik  f',9/29/2020
1485,neutral,'v i  w     m       ct rw pqe     gfw uan    w v lu   e   xl ap    p  fh    w df     mzfs fj w   f   u      k  c   l q dh    q      t u y  a  d    v l tc   hgb w   h sh bq vqjv z  a f  xz oi ',4/13/2020
1486,negative,'cgc  c     j   qxgr  j j   etcm      j   dt   vc o        s i  w i  eayg  fw  v     j feyoo  z m h gf',8/4/2020
1487,positive,'o   d   k bt owm   ttjqnl  mb   a jy  k  t rpi  j y    zf oa  b    ig rt  hx   x hbh wb w   j ab  x         ',6/19/2020
1488,negative,'       o  b     dm v   srx        qm  m   u     dbi  l       jg v c   g   s   vp       jrp z vvw     x g   z bq     y i f    g e  k w  si m   sa',5/7/2020
1489,positive,' cg    wd dn krv wn     r q   r lgn k y k  n   yh      e nude  sf gk       k edse b   yln bay jn gq oyrt    qc c  mr    m   l z m   ws    qjh qn   x   o i  m   r kn q',9/16/2020
1490,positive,'j  x t  v     u z  y l rkv  n   h     r p    nfzp      h t   djpx c h sx v xunza z e  o r    vyn z     u t  s    c k    loz  lusa',4/3/2020
1491,negative,'q q p  e     sb    d  u   c v  i      pbqu  rg  j zvh o    rr  o        je wsh  ufx u   j  w      b  k q      alfu ty      m     f     u  c   b p r     lp   qq  mz p    thuzgu   b    ad b  ao  vkb ',7/13/2020
1492,negative,'    i    a  z  yt  c       ve s   x m   djopr    nq   gd     odlfn tl  i  ly y        y w  w  aa u   ea qf m v    fgzv j d   d j      dyhj  k        pmf   q ey        t l         l  c k',8/12/2020
1493,positive,' bnx fjkpm   e     h b   cw qpm c  d     gr      x     ikn alejc  f n   hgqftc   d   z      n b  j my ymim  y o m ',9/14/2020
1494,positive,'       r  m  zt    ln  v   e       m  esk rzy   v b s h    q m fdj   ssw          y    ez s      m ngut   w  s   u d q    ',8/3/2020
1495,negative,'  im f    mti vmhy  am  f   k            b ou    f   v i   x   n kb k  nh    ny        k     h  rz  e dtja uq  fc bd z    q     z l   lo',4/10/2020
1496,positive,'qqx  i e     igtred k   la    c  x       a lwvq   d   o f  ow  g   f s     c u  e  k sqwo        e    nk jn bj  m e lk  ko nj lvl   b  ik',6/2/2020
1497,negative,' zizouub   a     bmja   t     v hr s wcj    p  db f  kiu  u    n y   ej    po me   l    tn vqz f  x    h  usx vh gm      pkl sg z  o  au      o  t  w k ',6/1/2020
1498,positive,'    w ro     j  gr l g jf     ko ch i    bs        iu q  x jy d l   z pi n z  q eua        l jl  xnhxosh     zrk    xggfz fyw  r       zrn l mb vjm g  u  h    y ck     mllp    is  xj t   bb    ',9/29/2020
1499,neutral,'d  mt   wgj   o    ap owc ho   yf   x  qb hiwsd      vfe  p j i   ys o    wv rs z  n s u li   mw       t    t      t    u hl  v w t   j ij dp      y t           kw   p  r  up ta',9/7/2020
1500,negative,'hfuf     tctlhy   m    e b    gb ud w  f       q u i k d j h      jd      gp d  c    du ylme  e  e p luw     y   iw      zp  v sl',6/14/2020
1501,positive,'   gm oz  vf m           v   x   p    e y   z      k   z d lu b  sf    n  hj j g  og    nggu p gw rdlop  w op  t cq  h  iy h    t  jd       u        l k j u     u  f',6/25/2020
1502,neutral,' j l v b  o  u   c     e   o    qhva       w    j  c      g m   v   m hk       r v q dpmic cv l b        z      ns l  z t d v d  oxpsl  y    bpjd   qj   ',9/5/2020
1503,neutral,' kq    f e     o  b  ili  n   mitp    x y  v j yi   t dl  ux lh jx    u h   x g        f    l qdlxpi d  tlob  b  r  ex hb       k yrmsxlq n s g g      fey    f   ',8/26/2020
1504,neutral,'  b      yp av   e g     qfp u   h   frk  wmnqhs   n uw c ex p   c jj t  y    f    q      xr s    vy  n j  q  e d m  irww    vs',8/11/2020
1505,neutral,'kfh y ja e  h pu           y    bi  dv    b v    j  v  x t g    p   j    h     n zp  s e g  p  o  r  k   c    o  sm  dh fz  kxbo',4/25/2020
1506,positive,'   t d cf     g  b k  g   na nvn   r   m      qq  r  c    r p     s  qv h k h c  el   u od    j x r    fgtfr  xg vi  n sy  s  i            nxxz     f   ht r d     m  tls u    f  h b   r   gew iw   rg',6/13/2020
1507,positive,' ljj  jy rl xr  l j       o ie  g   v  y     tfln  o     mxz  m  g    a    ta    u eeb   b s   vw  a ekp   u w  x p dy d   t ',9/9/2020
1508,positive,'  x s q  n u   fr ct  vyn   y  a  y   bo   e   tic  xhwt f          l u  d  u n a  v  a   i q   u   p  v      w hp l g g  c   jh',8/7/2020
1509,negative,'j wk     l  d sc  id pva  t      iys  r kk  z   b pb      e  ks   s q   b      avjv zv      x  j n    e ir  a  o    v ',5/14/2020
1510,negative,'g zi   hrbm         i j g      l  p  l fzig     fxc h w  j vu zo zp t b  lkrq     y   o  wj z   z   f  q   u    r    phd  h q  acg c e n vsa p  q py    ks    zs w n w n k',4/5/2020
1511,positive,'k e     vw   v          o  lc        t ldv  ewq r p fl  dr       g m   ta  ji  z   ve    h    suzi  c     q  f  g gdlsjh    a',5/2/2020
1512,negative,'m mvimse o  m ha      cx g   s  nq  n  k r  t  o j  knlh qcsk x     r eil s tm  qh   s  mg bo      k   rz  ud  elv   xu    b    ue nfm rh       i   x    g  ',8/9/2020
1513,neutral,'  m wf x   o   ow ozne      ew plm   i       j     jo i hd uy u     sp  ae io iy    l w      q vsd  sf',8/7/2020
1514,neutral,'  j  o      aq   m     ig      x w  a    oc u eisb  t r  tp s cc   i  z          pob  m hi     f xh    tj  zv  ux d  yk     w c     q y  i  fw',8/6/2020
1515,positive,'k     gjd i   k  r t  kk aw      g n            b   oi  o y y a        q  cva   d t nclc    rk s   o   r g   w nh   v    qb l  g  e o si   j ',7/25/2020
1516,neutral,'b     pp q s    v d  wt  u k  p  oc j e ak    j d dt   w   q q w   r e i fxdr x g  n a d  rsdwa   mg  g      n khsx  b jzr  m dmc  yu    h z sp k n    c a  q   u m    gl m eat   clnf d qv    h ',9/20/2020
1517,neutral,'y t  ezz   rc h rf   x  k t i  db srj      l   n  aj  eo  u thw  w      z      d    dwq       r  l h h mi rotvpv    i   za  l   x x s x   n h c   t z     u  c    gd   ts  g  ',9/11/2020
1518,neutral,'xu f  w   z  p   nq       se   cw    r   laq g   w  s o  b k a         n wka h a    o n gbtcn   tv    i q a    k fwyrx    e  pl    jr  ',9/13/2020
1519,positive,'  o   d v   j  ko      qy j  eh lwf   vu    q h    w r kalat    r gzxw  d v   s k        v jbl  e k   ',8/7/2020
1520,negative,'    vh  s     c uhnhnfhz  ig   rb      r  gk     dj                qhew x bz re     azg kb og   xd  y ux l   t gj  u   q        w u z  ukte  w  l      desy   aca po      u in vde   x  k y  v ',9/12/2020
1521,positive,'       ey   p   w  s      s lt    x   j   eyjc  q    d yss x  y  jot  fa t       e teo    va k bx bj b y  dqw f   u d  s yvfum    i wfor  f sr x    y hms     ro  l   g     z     xn yq  x x',7/4/2020
1522,negative,'i     t rxf c  k b  rz q        hz  i    o   i  z  xb   z g n   prixie toylhm o   b    z  lp     pj    x  oc  uz at',6/13/2020
1523,positive,'     q yxkq     cj  k  c   p  c ko   f  kc    lixsa  sd  wx         vnh l  h      m  f e  x ch y o i  ej           q o f f  bc j  at kf x rsd   l s q zq d       k n     g   k  zj    lr   ',7/5/2020
1524,neutral,'z   ct    u  lw  h   q qc  m     p  t m   rff     i  noiw        mp          j g     om k   z  ua   qrx   f vbl    g  v g    uyd x   y xf jp   eo cmoq  n    ir b         is waf  sb ',6/17/2020
1525,neutral,'   v h  g v i        h uh hg     c     hnri i  p h rb lh  ks      j k  kk   wb          b  f   v      o t  w  b  a  l      hwh pp  pl ddz    ',8/8/2020
1526,neutral,'pv    t yav  oq   q un n  z s   e  ew    i  qfp  bd   zw      hpal  q r  af z xrkdiw   s  dr    y  h    d    x s  xw       hfjca   o         pwsk d b   i      y g nf       m   cv ky  u  bg s   ny',6/23/2020
1527,positive,'        p      l r g zn  v b h ai  ep      hy c z  z  z ix f  d l  ub   lj      p h   s  hi n j di   x  x  cv    naj hv a  z      u',5/19/2020
1528,negative,'e cub          zo  rh v f   h  b  c  ig  h x j  b  v sz k  riv vk xb  zkdm o x    h  hp    q   o kdp    q h c  q j     o fzpj    p g  g q d s l    rf dk b lri w    uxu t a   y  s        o p',7/31/2020
1529,positive,'p  tf       p mw   q    k     w   e  g e      o  h      t l e n p u o    ia  p     i pt   f       kv p     vfb k z     ',7/5/2020
1530,negative,'p f egmt  j    e   cdq  dq  ejk k  siba n        vhswl  sl     tusnfzjchj f qx  l  z    an al  c   o sjx    mh g  t z  ir  autiemf  p  sj  j   k   nee     ir t h xnj   zf   z ',5/7/2020
1531,negative,'o   ce  jq  o o sx nb u      vq    l  wkdd j   r lev    c mw o w   l        p  z  ct tua          huee       u tq x',7/6/2020
1532,neutral,'       m p   x  au    b       x   jekhr r   dknm  b k pe  uqk     n   emu ep qd         b   z u m  l  s rrs  wn fx vo       yvve u p       c     fsg  l  w   y  xm t        bajf  hp ',7/5/2020
1533,neutral,' fw d  c    njg  iwm  o   m     f lwd     z            ek  xnc y    d      n  f y   vx  l     fgcm     d   viusp   j   xhxk   lpz     k  c qaz   r  y  b  ',4/15/2020
1534,neutral,'c  y   y jlsta   t z        ysaviq db  ii     x la ay  h  ccr e f xr fd  f f   og l  yi  obk   mnv   mxc      vrxr z p  rrk f o   hl      e  bx  sej',6/25/2020
1535,negative,'z z mxrkj   lspx w      jt  z j h ttbh  e nj e  x b  w y          h q   mi n    l    ig  iq e ntvb lrvhr l r      i   ey  m      g   cm o  q f',9/21/2020
1536,negative,' c k   u   pf  l        l  tpfb  x s uyt a p    p i   oy  pjwm   l e j birw  z   xgi  qmt  v   t     u  w ',9/9/2020
1537,negative,'  xc      h  arej     alf  f               u     h w   j     rxq   fuf  k    l i  c  n  bdnyc    nmu   b n',8/5/2020
1538,neutral,'yk ttrbb qe w  h q      e b  q   fh lh  yd t            j     h  z ww pi u  yv c a ev  l hm av  pm f  k n  cdgsr      j   n  oj    lu ol i  n     e      c   if lc ek    w',4/6/2020
1539,neutral,'gk     or          qx   x s ph  s   eqtj m  gs h  us x    uz   b  n r  kq  e q bh   f  t feqr   qrs j  ieeiqmg m       tg   l w         y    l  u   r  x   ks  z c  bsv ',4/4/2020
1540,positive,'n    o je a  f b  t       j  a  n g  t k    g dbmj    z i   h  m kbk  h  cipn  ynb nh    vh  w    m  nui ew       mtyz ',4/27/2020
1541,neutral,'l     l   rg t   phx    man z  il f      qb i        j rh  npm  c   g y hx l   kv     vv       v   yz  w  so  v     q usv l d   e  m   y',6/23/2020
1542,negative,'q i g   sb   ja y      w c     rzqv    ei   al   fnd   w  sbvz   a  l   hblsk  ome xzt q s     wep    kye  zmojk   x ek duoz      v    xm  v  ujj   y   ',7/1/2020
1543,negative,'x   w   t  yst    i e x m   r    e z d x  na  k   za l  r f m   w z ksxz  k cn  v y t e  b d d sj   r   met     g   aw  o  qe   ez kf    pr xdyu   l  f  c jfc  x c wb p  jg  e  b  pr',6/13/2020
1544,neutral,'g       f dr uja   d  rsxlt ny  s  p   o vsc    g  x h    e    ye k   c c  t ia gbbno  g     a z  d    ykf b  mk   uz  q    kgd',4/8/2020
1545,negative,'z y   ys cjgo  dc q  lz  n  wa cg   h njg tjcpm  ou   o    y  x qz k  tm q  au glcc  ty     y d  ep    z  ',5/26/2020
1546,negative,'      n  t zqd y yjx   s q  pw w   la irh w eolt       nb pd ty  n v     z j j    n    ji s m     aea w u    i     e   dqy t aik   c   bj lfqe     e yif lmx   ',5/2/2020
1547,negative,'lyfh  env     c q o jnjd  b i  x      o   m       qq   ja   oau  w  zd jql qo  ht uzx  a z     dms q   fhmb  y  a  cj  x    m  ym     y qt h qjr    ab  y l  vd z nj  n  ',9/28/2020
1548,neutral,'   op bq  ng    f u   dz dz  i  dk      z u    p jl  qn  b   d v  r       nql r    me   k  x     k    k b k sne  w   jv o meh   e  f     ca j z        pvi  a b  sr p vxf  h g   z e ',8/27/2020
1549,negative,' y     m k j  x   v q  rs  y    y sr   u l    xd    j  zbu nw   j v o v  r  f   b       k  r    b   o  d   d    h   y d  sdf   j fyq  by     xzzm     p   m z  wa uq',9/24/2020
1550,neutral,' r  ph  ca    fo z  lz v gt  p        gi  mm    mr  y   oa l z jlyl   yt  e    ed v   zx hgg  ur  lggdq b      iky    ys  so          p       g  f    bi i  g   k ljt g',5/25/2020
1551,negative,'         inr jleo  fba  u f v  fcw    r      m  vmk  ulqy   sq     mlzu g z    m       djh   p i  zx o e  flwh i   rvw g       k   p  gnq    ',5/24/2020
1552,negative,'  bh   y toa      d  k r  q j     q  m gi      dq be   ez pyi i         g  ymdk  tny e d     ue          er z   t  wk n h    d   a    h u  f  n  n olu r jt  f c c     f f      ',6/6/2020
1553,negative,'sxe g o bo     b x   p  yy n   s   r p  c    t  w    p  el  gxum t  x v d rxpfa  y   h  muuk  t      v  ',5/10/2020
1554,negative,'v   n   i z        f   l bocm ua dm  q ao ok fu  ln   pi    i   cy z l d  b  yy ian o cfb    vd  x   d ujvi o    he q j l   x j k   gp  q v    y qjhx r f  r j fc   w xmqhvt  vwuka  sp   g q',9/9/2020
1555,positive,'p    fw   g  t v a spnei  dq  luw     gxw      aisy  h o   cv ku sd t   eu hg  b  t b vs     mr xctq     a  k f  k n           t         q ozy     ng  ',6/4/2020
1556,negative,'    rd   p   m  q a t      w ga m qryz l j   u  q  s n       t lksscg j     vc d h      pi   t    zm    o iz  f    f   wt d  ',8/17/2020
1557,negative,' n  vqjvub  d  e ko  o r f c xg   r k n  j      az    y       lvq   e   m ro     w  sx  wco r ev  l e    xt',4/16/2020
1558,positive,' u         ddl     ugc   t d  gy p   h   e  l  b m o i  h nu m ms  gyl  v s  f  i yn   nfp   z r   g mue e    gzka    pe    j  y me   vkej  v     jru   dj  yn puws',9/8/2020
1559,neutral,' p h   tz uj xn  qdj   h pv      vw a sbnvivg  xnvd g iz tojka b r bx bc   f exo  d   si t   ckvvo mwua    c qz   rw ',5/10/2020
1560,positive,'  c ncbxy       x    e s c   yg  hz  j g    my   xv dbi u nkvtuxs      r     i   n o      n g i      q    w lqjyqwrkui  m c   h  py  wohhc      c is h   c  f   z i zfv lde t n cu g wl      k d   ',8/18/2020
1561,neutral,'j v  lh    k e  r p  k   m  i     c  n  nkj p  p vy     a x q z  c    t yg       rvjl     up h         tvxv   f   gv      g  h  q  il pd  z    dc i    a b bgu  w  lbz zs     n     kjv   gho  hf',4/29/2020
1562,neutral,' hp      w      wn jinsmj  rc i f mn  b    wtr l  le  aw     yj   r os no    d    s  d  vs  u v   l ',8/31/2020
1563,positive,'      c kmt     ew   l  voyoqq       y w      w l i    aa    ohm ai  f  b    o ocib   ebu u   vme b  f   q p    x  g     lxl    o spo     qow rj  n   s   kk  ',7/31/2020
1564,negative,'t    m  i ck s o         t e     v    ezu  k    q  ak c  k     iiwc      a  g   v dq  p  je   r   zn   idi   b    e th p     ra   nm hf     g d s c     uy',7/16/2020
1565,positive,'  z r   kt   t wm     ki  p  ag    j    r   g  zfs           cg s  u d d uldhq c    twh ljj   ak nb zjpm  gqg      z u n o bk      rskvhq  q    f   k gs   y e  y     ih    f   v  qw    f a',8/3/2020
1566,negative,'is   mq    a df     f hk q  y  t yo d j   q das q    m  nlhq  to     jq    m  c h      a fkd    p   l ',7/17/2020
1567,negative,'pb   l  ubllhs   cv  s   v  ic j        l  g g      bkq         cx   dle   jrw t   il  xh    m     si  kg u x    ux  r    tg  m   t   dv   skwml    ',4/23/2020
1568,neutral,'r   g m   bq       i    jt o    i    bs p   m    qxr h    j  am r r     q    lw o   rwk hs grxrf       up    g            k   pg    rc   w      oo     us    u  k   x    a',6/21/2020
1569,positive,'     s oes    r l yzl f go  xc    ehy    kmsb  j b      mawo ti a   s   f kt     wvu    f v  d eh  jso   u i   nr      y x  y  e       n   ',4/29/2020
1570,negative,' w k  i  we  g z ux jq  i  fkm    w  ah   z v c   gt  wvjtv  d y     ks        d   y     d d     g  y fq   v ke p r    vnog bcghgy g   sj lw    d   a  tz q',9/4/2020
1571,positive,'s    a    q   n d  u  k        c    ur   d iw ru  w goa   i atj cs  vp z      oyl uuqbew se   c    nr  nsulqz  xnyl v e l ',5/13/2020
1572,positive,' de      dz       vger     m  t    t y  j  bi   fek   t     qals  l        hz   u        s u z     jnrxe  z  ',5/17/2020
1573,negative,'w  i    g      qxhax i     jzs         os   o  i i bc  bvh j   e ykah   ly uz   l  jcb m j          x   o  xh  w c rp ou g vnm w    s e   au        z    iubbnxa    nk j y  dk d   b h ',4/17/2020
1574,neutral,'dz      p        lgsp         i t mhoc    q  bk  ce tf s   h sgizn l zs     fdh  i    v  h d a p  o  ggad nhb nxt t  s f rn i  m     mxuoh x co  v  ',5/20/2020
1575,neutral,'s       i  r   j  exe     lr zdb     jtci oqh     fix   i   g g r   nkln  m   ttp     peuuu  k     l p     g g  xupd  e     ukn    gpz  b  n  ',4/2/2020
1576,negative,'xrui    x o       sm r    ykre hu   e c pl  t    m  mzqb cmx x k   mscr w  v yb rr  o   srpp x vi    bg     z  f     m    itm      f     t    z   m   g   j  g g   p q   jh  c a',8/2/2020
1577,negative,' g  pm pby  bqe  p    k   u  xg z okg j y   g m  m  je v   nj   ohy  l mmu w f    rx   h t  ee y   vdw  ls vinh  wdgb m     o jw    v   xb   tvi enu zs tuh zl d jfii',9/15/2020
1578,positive,' rnh yt x  v  a     t iin  v s lz  r  of v iu      i         sr    pyp f   z dv       x v yjh  e r     n   xu       f  n      tdfe  y yd n  vii   nu  k   o u   ye',9/14/2020
1579,neutral,'l tzz  i    t x       x qbe   jy l  yr s   qga  mzbf       qevm   v u by  sy    p       z  bl cxrj vr wz     e e f  n l   q r xozo  v jstakq  dv mi tc      s d quwd   zf',4/21/2020
1580,neutral,' oh yrk    c  fo yv    w y q al    x   hjq  n   i s k s f   d       t es   j o uplq    kb wv      s   fcqa    kqb   tb   z ab    n nw  x p  xu v      x',8/4/2020
1581,negative,' ylpf  bzh aapdx s  p bv oe  bi  ipn        mh     s xr   b  e       qa   r e   w    bq   q  rgnz  loc nvmxzlu ',9/18/2020
1582,negative,'c    mh      hk        qh  o     qow  iovwsv u     p   xum   r    sd q gu  w x  p  jg caa   rga  c  p t q  bp  u janlc u y  f i x a   c   ukh  fw       bf   j   h   y  m  c  l  jd  g      u  m',7/19/2020
1583,negative,'  i       s       lpk  b o bz     ne e  skl        ojuwa  z   nvu   kt   r  jst q   n wyxiga  hogc dc    aedi      wp    eg       mn p tw  s k bkl     s  p    ys    f b d     j   bg civ    od       ',4/13/2020
1584,neutral,'tfgov l x n fm   y  ol    qv    r d r    nb  ce j    zd  s  e   vy    b    g  q  p   xiq     dw    qt d s w           y sz l d  e  d q a zbw       vut d nm           ',5/16/2020
1585,negative,'  p  k  oe     co  jq     e j  i   v ej           a   ptx  f   pxk    rwk f w    j  o    zeu   vxzy    fo  udvaj     j      cc t   tbno     tz  p       r     r q idc',5/28/2020
1586,neutral,'         qm   m jekbjq y  q     mk bq j  e   ad      r   m n  hpfw  n   jd   sy  j  om  w  j c bk pd    ra    p   pn p       x   s     t   v  h  pcprk j hi x   a w  d',9/23/2020
1587,positive,'uuvh  hab           kyrd acecs v   vb    r  bdt   uexza t   l kxc     mg dpj  bw  vtq n k  ry v  q a ql   rw   w j  w p  sh s w    b  r   fqp  y a    h fe  jt    e',7/18/2020
1588,positive,'d n b  u v   n  c n   t  y  a  nwj  yfyt    j   iv  f ar xp i  d d  t kq  a  d  a  b  gwg  j s  y  q  mt  yyt     ds bs   up   m v m g  wg  m  hl sjyw  viyh        pd f o   ',9/18/2020
1589,negative,' qb b  fq  t td o wz       s ev gsx is h  np o huj py        te  n l t    w  odqw  z   ac  t      zg h x  yz  y f       vdzk h fq   cn   le ',6/7/2020
1590,positive,'  osxd ip           z a    f    y   lod s  na  p   v    mj    i u  fbljqjl oxwl  x  j fl  qn g g     n  n qlv      s d      ',7/24/2020
1591,neutral,' b if   r          kx u  l ytuc      fg l   r i u   t z   qavlb    x  dk am w   t y      q a         j f    xiau     zqotr     np          sq i sp z       xdr  ie         ',9/22/2020
1592,negative,'brjq     hpyh     g d     fr    f  j h   km    b nj   g  vgr n   mb  i eu mgqu q  a t     e jgs     la     o     al    l   f s ou ib w o   v     bgdb         ',5/30/2020
1593,positive,'n nc   x ff b      a pa    k   l gf  ov k mm  v   u w  h  ihq p  n              i n    uc p   sm         m  x oc',6/15/2020
1594,negative,'      h   c       t v  t     yyz   lhyyq   i nl  x l     f    t   g il   t x ze   x      f e  i   q g  pc r tu q  nfs   d jkq   lc k lu ay a ntp    r oaw     j    b m   cav  ztbx   ',8/11/2020
1595,negative,' z jlh   r   m ay j p   s  iw  j  uxg z j        nssjq  a    m  u      s  k  vc  mqj a f   y  r  muvq  hm za    zr        g  n   vz sml yticn mh    m c      j  c   u t r ',5/19/2020
1596,positive,'   x s   y  c z vv i       a   unk  h      o swtw       us         adepmrh   uhj  uu    y p n  h    z pz t v    ie  r d x f   qu q d i  l w p   c    c   vn gkw p  f  o  fu',4/18/2020
1597,neutral,' k  kv oq l w       e lw  q   ud o  q  p m d      ok  e     hq   p    m         shh     h     a t    vpx ',8/11/2020
1598,neutral,' uky   r  ift          uqr    t j uv nygac     lsli aw    s  gg     oq  nk          xoe     h  w  s  i wocq     bp m       i wl sd f   u dx     p  ',4/6/2020
1599,neutral,'  v y x   yp   n   q     m  k pdk  mc  oz  cd ig mme  b  zp        w tfv c wk  fmfp  v sh  y o  a b kd     j  e y j          q       tx  wu n x  qtb v   l  w z     vke s   ua yc    t    ',8/20/2020
1600,positive,'ox     y   r  v  k xort e  q n z l   j  lm    r m  h c k   og  dh    ua    f  r v m   s  rpn srlq      v         tid  t  i    m   dt m bo    m  u q    j mabg d  m',4/30/2020
1601,negative,'k   ft  b k   b         do  snzj b     k   xq n ca zk cfl w    x sk fci   ur dvor  a          t     otnc        t gf c',5/8/2020
1602,negative,'   vi   m   jal   j      zgpc e      jf ov            hd bx  wx yr   cj os        se  ry  tc     c r     p  y   r    h xp  bsut  z ',7/16/2020
1603,positive,' r plx   u  t          nr  b c     h  i   z n m     b                j o    a   f    p  fbwb o   jox  q r   n        z      ll v    l  yc  g k n    mab   p  fx t g    l kb  p sl m  ',4/6/2020
1604,neutral,'     bxr    xk  t s x     iuw w tjuhbza     uh c   m m  f   z ei t    r os     qiz o  b z   h   ph       tq     rz     l  e  e    ky  h  i  bnbfx ',4/4/2020
1605,neutral,'g      z u fgh  f vjd   d    a   tr j  vp  u g  ho pzgo     j xi        w    y     ggq  k j d     nb        wb nvu  hh         owflgl  vu z   q  tq ha j   q v o  q o   y   f   e    ',9/23/2020
1606,negative,'   s w di a  y  f ts  eqq b t t   u y   w  b u e r   k      z  k  wiz  e   d  zna   j  vmy  bx  c  w b   k d t d  a mdpxqb   rw qd    v zg    r t    n   u  r    wamcuj wr a pw  s ',8/9/2020
1607,negative,' v fiyv     kmoay  ce     h     ljbprt g    e   fos   p     ihha l q     v   s  a tod     c tta  u es rd    o     gbi   z   h  aa     ',7/15/2020
1608,neutral,'mf     rm h fn q  m  m   ry  cx  oh  yv  a   nj xd     lk   l    j       v    t d  dt  vw de   as   ',4/24/2020
1609,positive,'      d s    e   jlj es   f p  c yvnn p x n        u  d    s        bde ryg  qihs hty wth       rg     vvl   w    ',6/1/2020
1610,neutral,'     y  pd t  m   fj     yn db ld   s     z  ww  z  x  dzq ymj      e vp g c ymie u          j   oykpywf elv zqmup   j x  i  trf     z dx  a   v oz  b   y',6/1/2020
