population,avg_salary,total_cases,death,city_name,state_name
24,46880.25,67,0,Russell Springs ,Kansas
2583,46880.25,7284,93,Sabetha ,Kansas
1292,46880.25,3643,46,St. Francis ,Kansas
998,46880.25,2814,35,St. George ,Kansas
1176,46880.25,3316,42,St. John ,Kansas
2658,46880.25,7495,95,St. Marys ,Kansas
597,46880.25,1683,21,St. Paul ,Kansas
46550,46880.25,131276,1677,Salina ,Kansas
1130,46880.25,3186,40,Satanta ,Kansas
103,46880.25,290,3,Savonburg ,Kansas
131,46880.25,369,4,Sawyer ,Kansas
444,46880.25,1252,16,Scammon ,Kansas
342,46880.25,964,12,Scandia ,Kansas
205,46880.25,578,7,Schoenchen ,Kansas
3748,46880.25,10569,135,Scott City ,Kansas
23,46880.25,64,0,Scottsville ,Kansas
682,46880.25,1923,24,Scranton ,Kansas
998,46880.25,2814,35,Sedan ,Kansas
1658,46880.25,4675,59,Sedgwick ,Kansas
211,46880.25,595,7,Selden ,Kansas
2075,46880.25,5851,74,Seneca ,Kansas
90,46880.25,253,3,Severance ,Kansas
231,46880.25,651,8,Severy ,Kansas
62,46880.25,174,2,Seward ,Kansas
144,46880.25,406,5,Sharon ,Kansas
760,46880.25,2143,27,Sharon Springs ,Kansas
65807,46880.25,185583,2371,Shawnee ,Kansas
1406,46880.25,3965,50,Silver Lake ,Kansas
79,46880.25,222,2,Simpson ,Kansas
1570,46880.25,4427,56,Smith Center ,Kansas
204,46880.25,575,7,Smolan ,Kansas
132,46880.25,372,4,Soldier ,Kansas
1000,46880.25,2820,36,Solomon ,Kansas
346,46880.25,975,12,South Haven ,Kansas
2488,46880.25,7016,89,South Hutchinson ,Kansas
784,46880.25,2210,28,Spearville ,Kansas
34,46880.25,95,1,Speed ,Kansas
78,46880.25,219,2,Spivey ,Kansas
7326,46880.25,20660,264,Spring Hill ,Kansas
949,46880.25,2676,34,Stafford ,Kansas
67,46880.25,188,2,Stark ,Kansas
2209,46880.25,6229,79,Sterling ,Kansas
1257,46880.25,3544,45,Stockton ,Kansas
455,46880.25,1283,16,Strong City ,Kansas
1339,46880.25,3776,48,Sublette ,Kansas
147,46880.25,414,5,Summerfield ,Kansas
48,46880.25,135,1,Sun City ,Kansas
31,46880.25,87,1,Susank ,Kansas
266,46880.25,750,9,Sylvan Grove ,Kansas
205,46880.25,578,7,Sylvia ,Kansas
1706,46880.25,4811,61,Syracuse ,Kansas
102,46880.25,287,3,Tampa ,Kansas
291,46880.25,820,10,Tescott ,Kansas
470,46880.25,1325,16,Thayer ,Kansas
314,46880.25,885,11,The Highlands ,Kansas
65,46880.25,183,2,Timken ,Kansas
193,46880.25,544,6,Tipton ,Kansas
5583,46880.25,15744,201,Tonganoxie ,Kansas
125310,46880.25,353388,4515,Topeka ,Kansas
263,46880.25,741,9,Toronto ,Kansas
1454,46880.25,4100,52,Towanda ,Kansas
745,46880.25,2100,26,Tribune ,Kansas
960,46880.25,2707,34,Troy ,Kansas
371,46880.25,1046,13,Turon ,Kansas
197,46880.25,555,7,Tyro ,Kansas
707,46880.25,1993,25,Udall ,Kansas
5604,46880.25,15803,201,Ulysses ,Kansas
264,46880.25,744,9,Uniontown ,Kansas
141,46880.25,397,5,Utica ,Kansas
7325,46880.25,20657,263,Valley Center ,Kansas
1153,46880.25,3251,41,Valley Falls ,Kansas
102,46880.25,287,3,Vermillion ,Kansas
1212,46880.25,3417,43,Victoria ,Kansas
42,46880.25,118,1,Vining ,Kansas
128,46880.25,360,4,Viola ,Kansas
63,46880.25,177,2,Virgil ,Kansas
1764,46880.25,4974,63,WaKeeney ,Kansas
920,46880.25,2594,33,Wakefield ,Kansas
30,46880.25,84,1,Waldo ,Kansas
10,46880.25,28,0,Waldron ,Kansas
60,46880.25,169,2,Wallace ,Kansas
227,46880.25,640,8,Walnut ,Kansas
233,46880.25,657,8,Walton ,Kansas
4732,46880.25,13344,170,Wamego ,Kansas
1060,46880.25,2989,38,Washington ,Kansas
636,46880.25,1793,22,Waterville ,Kansas
1294,46880.25,3649,46,Wathena ,Kansas
545,46880.25,1536,19,Waverly ,Kansas
24,46880.25,67,0,Webber ,Kansas
636,46880.25,1793,22,Weir ,Kansas
7662,46880.25,21607,276,Wellington ,Kansas
1781,46880.25,5022,64,Wellsville ,Kansas
171,46880.25,482,6,West Mineral ,Kansas
742,46880.25,2092,26,Westmoreland ,Kansas
162,46880.25,456,5,Westphalia ,Kansas
1641,46880.25,4627,59,Westwood ,Kansas
391,46880.25,1102,14,Westwood Hills ,Kansas
366,46880.25,1032,13,Wetmore ,Kansas
113,46880.25,318,4,Wheaton ,Kansas
581,46880.25,1638,20,White City ,Kansas
168,46880.25,473,6,White Cloud ,Kansas
721,46880.25,2033,25,Whitewater ,Kansas
183,46880.25,516,6,Whiting ,Kansas
389938,46880.25,1099670,14052,Wichita ,Kansas
90,46880.25,253,3,Willard ,Kansas
391,46880.25,1102,14,Williamsburg ,Kansas
38,46880.25,107,1,Willis ,Kansas
85,46880.25,239,3,Willowbrook ,Kansas
48,46880.25,135,1,Wilmore ,Kansas
143,46880.25,403,5,Wilsey ,Kansas
724,46880.25,2041,26,Wilson ,Kansas
526,46880.25,1483,18,Winchester ,Kansas
124,46880.25,349,4,Windom ,Kansas
11943,46880.25,33680,430,Winfield ,Kansas
159,46880.25,448,5,Winona ,Kansas
165,46880.25,465,5,Woodbine ,Kansas
129,46880.25,363,4,Woodston ,Kansas
1321,46880.25,3725,47,Yates Center ,Kansas
78,46880.25,219,2,Zenda ,Kansas
93,46880.25,262,3,Zurich ,Kansas
885,42036.5,4516,90,Adairville ,Kentucky
2002,42036.5,10217,205,Albany ,Kentucky
9715,42036.5,49581,997,Alexandria ,Kentucky
172,42036.5,877,17,Allen ,Kentucky
2423,42036.5,12366,248,Anchorage ,Kentucky
301,42036.5,1536,30,Arlington ,Kentucky
20146,42036.5,102817,2067,Ashland ,Kentucky
1380,42036.5,7042,141,Auburn ,Kentucky
1489,42036.5,7599,152,Audubon Park ,Kentucky
1148,42036.5,5858,117,Augusta ,Kentucky
512,42036.5,2613,52,Bancroft ,Kentucky
1250,42036.5,6379,128,Barbourmeade ,Kentucky
3033,42036.5,15479,311,Barbourville ,Kentucky
13253,42036.5,67638,1360,Bardstown ,Kentucky
673,42036.5,3434,69,Bardwell ,Kentucky
644,42036.5,3286,66,Barlow ,Kentucky
1221,42036.5,6231,125,Beattyville ,Kentucky
3571,42036.5,18225,366,Beaver Dam ,Kentucky
576,42036.5,2939,59,Bedford ,Kentucky
1350,42036.5,6889,138,Beechwood Village ,Kentucky
822,42036.5,4195,84,Bellefonte ,Kentucky
886,42036.5,4521,90,Bellemeade ,Kentucky
5721,42036.5,29197,587,Bellevue ,Kentucky
327,42036.5,1668,33,Bellewood ,Kentucky
425,42036.5,2169,43,Benham ,Kentucky
4463,42036.5,22777,458,Benton ,Kentucky
16026,42036.5,81790,1644,Berea ,Kentucky
260,42036.5,1326,26,Berry ,Kentucky
143,42036.5,729,14,Blackey ,Kentucky
46,42036.5,234,4,Blaine ,Kentucky
87,42036.5,444,8,Blandville ,Kentucky
1066,42036.5,5440,109,Bloomfield ,Kentucky
777,42036.5,3965,79,Blue Ridge Manor ,Kentucky
264,42036.5,1347,27,Bonnieville ,Kentucky
158,42036.5,806,16,Booneville ,Kentucky
70543,42036.5,360024,7240,Bowling Green ,Kentucky
297,42036.5,1515,30,Bradfordsville ,Kentucky
2877,42036.5,14683,295,Brandenburg ,Kentucky
190,42036.5,969,19,Bremen ,Kentucky
445,42036.5,2271,45,Briarwood ,Kentucky
1180,42036.5,6022,121,Brodhead ,Kentucky
282,42036.5,1439,28,Broeck Pointe ,Kentucky
797,42036.5,4067,81,Bromley ,Kentucky
631,42036.5,3220,64,Brooksville ,Kentucky
672,42036.5,3429,68,Brownsboro Farm ,Kentucky
326,42036.5,1663,33,Brownsboro Village ,Kentucky
826,42036.5,4215,84,Brownsville ,Kentucky
139,42036.5,709,14,Buckhorn ,Kentucky
992,42036.5,5062,101,Burgin ,Kentucky
1464,42036.5,7471,150,Burkesville ,Kentucky
843,42036.5,4302,86,Burnside ,Kentucky
583,42036.5,2975,59,Butler ,Kentucky
2671,42036.5,13631,274,Cadiz ,Kentucky
734,42036.5,3746,75,Calhoun ,Kentucky
98,42036.5,500,10,California ,Kentucky
2505,42036.5,12784,257,Calvert City ,Kentucky
1144,42036.5,5838,117,Camargo ,Kentucky
180,42036.5,918,18,Cambridge ,Kentucky
789,42036.5,4026,80,Campbellsburg ,Kentucky
11482,42036.5,58599,1178,Campbellsville ,Kentucky
422,42036.5,2153,43,Campton ,Kentucky
607,42036.5,3097,62,Caneyville ,Kentucky
1986,42036.5,10135,203,Carlisle ,Kentucky
3780,42036.5,19291,387,Carrollton ,Kentucky
48,42036.5,244,4,Carrsville ,Kentucky
1747,42036.5,8916,179,Catlettsburg ,Kentucky
2426,42036.5,12381,249,Cave City ,Kentucky
430,42036.5,2194,44,Centertown ,Kentucky
5730,42036.5,29243,588,Central City ,Kentucky
886,42036.5,4521,90,Clarkson ,Kentucky
1096,42036.5,5593,112,Clay ,Kentucky
1094,42036.5,5583,112,Clay City ,Kentucky
1251,42036.5,6384,128,Clinton ,Kentucky
1152,42036.5,5879,118,Cloverport ,Kentucky
1520,42036.5,7757,156,Coal Run Village ,Kentucky
6571,42036.5,33535,674,Cold Spring ,Kentucky
1161,42036.5,5925,119,Coldstream ,Kentucky
4604,42036.5,23497,472,Columbia ,Kentucky
153,42036.5,780,15,Columbus ,Kentucky
33,42036.5,168,3,Concord ,Kentucky
7202,42036.5,36756,739,Corbin ,Kentucky
226,42036.5,1153,23,Corinth ,Kentucky
692,42036.5,3531,71,Corydon ,Kentucky
40341,42036.5,205884,4140,Covington ,Kentucky
825,42036.5,4210,84,Crab Orchard ,Kentucky
320,42036.5,1633,32,Creekside ,Kentucky
4058,42036.5,20710,416,Crescent Springs ,Kentucky
494,42036.5,2521,50,Crestview ,Kentucky
3343,42036.5,17061,343,Crestview Hills ,Kentucky
5081,42036.5,25931,521,Crestwood ,Kentucky
3876,42036.5,19781,397,Crittenden ,Kentucky
707,42036.5,3608,72,Crofton ,Kentucky
230,42036.5,1173,23,Crossgate ,Kentucky
1931,42036.5,9855,198,Cumberland ,Kentucky
6337,42036.5,32341,650,Cynthiana ,Kentucky
16769,42036.5,85582,1721,Danville ,Kentucky
2631,42036.5,13427,270,Dawson Springs ,Kentucky
5609,42036.5,28626,575,Dayton ,Kentucky
881,42036.5,4496,90,Dixon ,Kentucky
5707,42036.5,29126,585,Douglass Hills ,Kentucky
248,42036.5,1265,25,Dover ,Kentucky
498,42036.5,2541,51,Drakesboro ,Kentucky
313,42036.5,1597,32,Druid Hills ,Kentucky
2205,42036.5,11253,226,Dry Ridge ,Kentucky
1332,42036.5,6798,136,Earlington ,Kentucky
2545,42036.5,12988,261,Eddyville ,Kentucky
8759,42036.5,44702,899,Edgewood ,Kentucky
1595,42036.5,8140,163,Edmonton ,Kentucky
150,42036.5,765,15,Ekron ,Kentucky
30289,42036.5,154583,3108,Elizabethtown ,Kentucky
890,42036.5,4542,91,Elkhorn City ,Kentucky
2129,42036.5,10865,218,Elkton ,Kentucky
8595,42036.5,43865,882,Elsmere ,Kentucky
2581,42036.5,13172,264,Eminence ,Kentucky
19246,42036.5,98224,1975,Erlanger ,Kentucky
330,42036.5,1684,33,Eubank ,Kentucky
803,42036.5,4098,82,Evarts ,Kentucky
245,42036.5,1250,25,Ewing ,Kentucky
118,42036.5,602,12,Fairfield ,Kentucky
144,42036.5,734,14,Fairview ,Kentucky
2103,42036.5,10732,215,Falmouth ,Kentucky
947,42036.5,4833,97,Ferguson ,Kentucky
844,42036.5,4307,86,Fincastle ,Kentucky
7079,42036.5,36128,726,Flatwoods ,Kentucky
677,42036.5,3455,69,Fleming-Neon ,Kentucky
2805,42036.5,14315,287,Flemingsburg ,Kentucky
33004,42036.5,168439,3387,Florence ,Kentucky
530,42036.5,2704,54,Fordsville ,Kentucky
458,42036.5,2337,47,Forest Hills ,Kentucky
8241,42036.5,42058,845,Fort Mitchell ,Kentucky
16263,42036.5,83000,1669,Fort Thomas ,Kentucky
5745,42036.5,29320,589,Fort Wright ,Kentucky
209,42036.5,1066,21,Fountain Run ,Kentucky
487,42036.5,2485,49,Fox Chase ,Kentucky
27755,42036.5,141650,2848,Frankfort ,Kentucky
9010,42036.5,45983,924,Franklin ,Kentucky
396,42036.5,2021,40,Fredonia ,Kentucky
545,42036.5,2781,55,Frenchburg ,Kentucky
2120,42036.5,10819,217,Fulton ,Kentucky
358,42036.5,1827,36,Gamaliel ,Kentucky
34992,42036.5,178585,3591,Georgetown ,Kentucky
149,42036.5,760,15,Germantown ,Kentucky
305,42036.5,1556,31,Ghent ,Kentucky
14485,42036.5,73925,1486,Glasgow ,Kentucky
366,42036.5,1867,37,Glencoe ,Kentucky
543,42036.5,2771,55,Glenview ,Kentucky
330,42036.5,1684,33,Glenview Hills ,Kentucky
196,42036.5,1000,20,Glenview Manor ,Kentucky
303,42036.5,1546,31,Goose Creek ,Kentucky
1010,42036.5,5154,103,Goshen ,Kentucky
367,42036.5,1873,37,Grand Rivers ,Kentucky
77,42036.5,392,7,Gratz ,Kentucky
2948,42036.5,15045,302,Graymoor-Devondale ,Kentucky
3894,42036.5,19873,399,Grayson ,Kentucky
2066,42036.5,10544,212,Greensburg ,Kentucky
747,42036.5,3812,76,Green Spring ,Kentucky
1113,42036.5,5680,114,Greenup ,Kentucky
4204,42036.5,21455,431,Greenville ,Kentucky
1409,42036.5,7190,144,Guthrie ,Kentucky
710,42036.5,3623,72,Hanson ,Kentucky
604,42036.5,3082,61,Hardin ,Kentucky
2338,42036.5,11932,239,Hardinsburg ,Kentucky
1504,42036.5,7675,154,Harlan ,Kentucky
8533,42036.5,43549,875,Harrodsburg ,Kentucky
2726,42036.5,13912,279,Hartford ,Kentucky
990,42036.5,5052,101,Hawesville ,Kentucky
4860,42036.5,24803,498,Hazard ,Kentucky
403,42036.5,2056,41,Hazel ,Kentucky
1177,42036.5,6006,120,Hebron Estates ,Kentucky
28207,42036.5,143957,2895,Henderson ,Kentucky
1133,42036.5,5782,116,Heritage Creek ,Kentucky
2108,42036.5,10758,216,Hickman ,Kentucky
118,42036.5,602,12,Hickory Hill ,Kentucky
7065,42036.5,36057,725,Highland Heights ,Kentucky
146,42036.5,745,14,Hills and Dales ,Kentucky
9225,42036.5,47080,946,Hillview ,Kentucky
678,42036.5,3460,69,Hindman ,Kentucky
3249,42036.5,16581,333,Hodgenville ,Kentucky
806,42036.5,4113,82,Hollow Creek ,Kentucky
555,42036.5,2832,56,Hollyvilla ,Kentucky
30680,42036.5,156578,3148,Hopkinsville ,Kentucky
2425,42036.5,12376,248,Horse Cave ,Kentucky
504,42036.5,2572,51,Houston Acres ,Kentucky
358,42036.5,1827,36,Hunters Hollow ,Kentucky
4388,42036.5,22394,450,Hurstbourne ,Kentucky
1890,42036.5,9645,193,Hurstbourne Acres ,Kentucky
369,42036.5,1883,37,Hustonville ,Kentucky
332,42036.5,1694,34,Hyden ,Kentucky
28521,42036.5,145560,2927,Independence ,Kentucky
2968,42036.5,15147,304,Indian Hills ,Kentucky
620,42036.5,3164,63,Inez ,Kentucky
2298,42036.5,11728,235,Irvine ,Kentucky
1189,42036.5,6068,122,Irvington ,Kentucky
451,42036.5,2301,46,Island ,Kentucky
1939,42036.5,9895,199,Jackson ,Kentucky
1791,42036.5,9140,183,Jamestown ,Kentucky
27715,42036.5,141446,2844,Jeffersontown ,Kentucky
1753,42036.5,8946,179,Jeffersonville ,Kentucky
1929,42036.5,9844,197,Jenkins ,Kentucky
2306,42036.5,11768,236,Junction City ,Kentucky
88,42036.5,449,9,Keene ,Kentucky
108,42036.5,551,11,Kenton Vale ,Kentucky
584,42036.5,2980,59,Kevil ,Kentucky
390,42036.5,1990,40,Kingsley ,Kentucky
670,42036.5,3419,68,Kuttawa ,Kentucky
959,42036.5,4894,98,La Center ,Kentucky
160,42036.5,816,16,LaFayette ,Kentucky
9031,42036.5,46090,926,La Grange ,Kentucky
2762,42036.5,14096,283,Lakeside Park ,Kentucky
224,42036.5,1143,22,Lakeview Heights ,Kentucky
3867,42036.5,19735,396,Lancaster ,Kentucky
915,42036.5,4669,93,Langdon Place ,Kentucky
11509,42036.5,58737,1181,Lawrenceburg ,Kentucky
5708,42036.5,29131,585,Lebanon ,Kentucky
1962,42036.5,10013,201,Lebanon Junction ,Kentucky
6858,42036.5,35000,703,Leitchfield ,Kentucky
804,42036.5,4103,82,Lewisburg ,Kentucky
1690,42036.5,8625,173,Lewisport ,Kentucky
2130,42036.5,10870,218,Liberty ,Kentucky
150,42036.5,765,15,Lincolnshire ,Kentucky
1289,42036.5,6578,132,Livermore ,Kentucky
215,42036.5,1097,22,Livingston ,Kentucky
8068,42036.5,41175,828,London ,Kentucky
693,42036.5,3536,71,Loretto ,Kentucky
2327,42036.5,11876,238,Louisa ,Kentucky
601,42036.5,3067,61,Loyall ,Kentucky
4504,42036.5,22986,462,Ludlow ,Kentucky
644,42036.5,3286,66,Lynch ,Kentucky
11423,42036.5,58298,1172,Lyndon ,Kentucky
933,42036.5,4761,95,Lynnview ,Kentucky
388,42036.5,1980,39,McHenry ,Kentucky
779,42036.5,3975,79,McKee ,Kentucky
223,42036.5,1138,22,Mackville ,Kentucky
18621,42036.5,95034,1911,Madisonville ,Kentucky
1290,42036.5,6583,132,Manchester ,Kentucky
233,42036.5,1189,23,Manor Creek ,Kentucky
2841,42036.5,14499,291,Marion ,Kentucky
554,42036.5,2827,56,Martin ,Kentucky
184,42036.5,939,18,Maryhill Estates ,Kentucky
9817,42036.5,50102,1007,Mayfield ,Kentucky
8728,42036.5,44544,895,Maysville ,Kentucky
142,42036.5,724,14,Meadowbrook Farm ,Kentucky
759,42036.5,3873,77,Meadow Vale ,Kentucky
167,42036.5,852,17,Meadowview Estates ,Kentucky
482,42036.5,2459,49,Melbourne ,Kentucky
223,42036.5,1138,22,Mentor ,Kentucky
9084,42036.5,46361,932,Middlesborough ,Kentucky
7877,42036.5,40201,808,Middletown ,Kentucky
1893,42036.5,9661,194,Midway ,Kentucky
780,42036.5,3980,80,Millersburg ,Kentucky
601,42036.5,3067,61,Milton ,Kentucky
164,42036.5,836,16,Mockingbird Valley ,Kentucky
133,42036.5,678,13,Monterey ,Kentucky
5988,42036.5,30560,614,Monticello ,Kentucky
445,42036.5,2271,45,Moorland ,Kentucky
7562,42036.5,38593,776,Morehead ,Kentucky
3366,42036.5,17178,345,Morganfield ,Kentucky
2431,42036.5,12406,249,Morgantown ,Kentucky
826,42036.5,4215,84,Mortons Gap ,Kentucky
336,42036.5,1714,34,Mount Olivet ,Kentucky
7231,42036.5,36904,742,Mount Sterling ,Kentucky
2415,42036.5,12325,247,Mount Vernon ,Kentucky
14817,42036.5,75620,1520,Mount Washington ,Kentucky
986,42036.5,5032,101,Muldraugh ,Kentucky
1659,42036.5,8466,170,Munfordville ,Kentucky
19327,42036.5,98637,1983,Murray ,Kentucky
605,42036.5,3087,62,Murray Hill ,Kentucky
226,42036.5,1153,23,Nebo ,Kentucky
939,42036.5,4792,96,New Castle ,Kentucky
894,42036.5,4562,91,New Haven ,Kentucky
14932,42036.5,76207,1532,Newport ,Kentucky
30865,42036.5,157523,3167,Nicholasville ,Kentucky
449,42036.5,2291,46,Norbourne Estates ,Kentucky
1051,42036.5,5363,107,Northfield ,Kentucky
646,42036.5,3296,66,North Middletown ,Kentucky
1150,42036.5,5869,118,Nortonville ,Kentucky
382,42036.5,1949,39,Norwood ,Kentucky
7320,42036.5,37358,751,Oak Grove ,Kentucky
218,42036.5,1112,22,Oakland ,Kentucky
366,42036.5,1867,37,Old Brownsboro Place ,Kentucky
1556,42036.5,7941,159,Olive Hill ,Kentucky
1775,42036.5,9058,182,Orchard Grass Hills ,Kentucky
60131,42036.5,306885,6171,Owensboro ,Kentucky
1533,42036.5,7823,157,Owenton ,Kentucky
1573,42036.5,8027,161,Owingsville ,Kentucky
24865,42036.5,126901,2552,Paducah ,Kentucky
3990,42036.5,20363,409,Paintsville ,Kentucky
9671,42036.5,49357,992,Paris ,Kentucky
559,42036.5,2852,57,Park City ,Kentucky
2984,42036.5,15229,306,Park Hills ,Kentucky
660,42036.5,3368,67,Parkway Village ,Kentucky
889,42036.5,4537,91,Pembroke ,Kentucky
749,42036.5,3822,76,Perryville ,Kentucky
1569,42036.5,8007,161,Pewee Valley ,Kentucky
6551,42036.5,33433,672,Pikeville ,Kentucky
1730,42036.5,8829,177,Pineville ,Kentucky
2941,42036.5,15009,301,Pioneer Village ,Kentucky
659,42036.5,3363,67,Pippa Passes ,Kentucky
854,42036.5,4358,87,Plantation ,Kentucky
883,42036.5,4506,90,Pleasureville ,Kentucky
528,42036.5,2694,54,Plum Springs ,Kentucky
423,42036.5,2158,43,Poplar Hills ,Kentucky
736,42036.5,3756,75,Powderly ,Kentucky
3532,42036.5,18025,362,Prestonsburg ,Kentucky
159,42036.5,811,16,Prestonville ,Kentucky
6115,42036.5,31208,627,Princeton ,Kentucky
4905,42036.5,25033,503,Prospect ,Kentucky
2999,42036.5,15305,307,Providence ,Kentucky
2355,42036.5,12019,241,Raceland ,Kentucky
22914,42036.5,116944,2351,Radcliff ,Kentucky
559,42036.5,2852,57,Ravenna ,Kentucky
135,42036.5,688,13,Raywick ,Kentucky
412,42036.5,2102,42,Richlawn ,Kentucky
36157,42036.5,184531,3711,Richmond ,Kentucky
442,42036.5,2255,45,River Bluff ,Kentucky
466,42036.5,2378,47,Riverwood ,Kentucky
502,42036.5,2562,51,Robards ,Kentucky
151,42036.5,770,15,Rochester ,Kentucky
265,42036.5,1352,27,Rockport ,Kentucky
661,42036.5,3373,67,Rolling Fields ,Kentucky
989,42036.5,5047,101,Rolling Hills ,Kentucky
3231,42036.5,16489,331,Russell ,Kentucky
2638,42036.5,13463,270,Russell Springs ,Kentucky
7109,42036.5,36281,729,Russellville ,Kentucky
1077,42036.5,5496,110,Ryland Heights ,Kentucky
440,42036.5,2245,45,Sacramento ,Kentucky
362,42036.5,1847,37,Sadieville ,Kentucky
269,42036.5,1372,27,St. Charles ,Kentucky
128,42036.5,653,13,St. Mary ,Kentucky
18105,42036.5,92400,1858,St. Matthews ,Kentucky
1497,42036.5,7640,153,St. Regis Park ,Kentucky
723,42036.5,3689,74,Salem ,Kentucky
327,42036.5,1668,33,Salt Lick ,Kentucky
1657,42036.5,8456,170,Salyersville ,Kentucky
235,42036.5,1199,24,Sanders ,Kentucky
609,42036.5,3108,62,Sandy Hook ,Kentucky
101,42036.5,515,10,Sardis ,Kentucky
696,42036.5,3552,71,Science Hill ,Kentucky
4541,42036.5,23175,466,Scottsville ,Kentucky
1530,42036.5,7808,157,Sebree ,Kentucky
709,42036.5,3618,72,Seneca Gardens ,Kentucky
338,42036.5,1725,34,Sharpsburg ,Kentucky
16585,42036.5,84643,1702,Shelbyville ,Kentucky
12442,42036.5,63499,1277,Shepherdsville ,Kentucky
15689,42036.5,80070,1610,Shively ,Kentucky
1186,42036.5,6052,121,Silver Grove ,Kentucky
2923,42036.5,14917,300,Simpsonville ,Kentucky
205,42036.5,1046,21,Slaughters ,Kentucky
114,42036.5,581,11,Smithfield ,Kentucky
288,42036.5,1469,29,Smithland ,Kentucky
798,42036.5,4072,81,Smiths Grove ,Kentucky
11585,42036.5,59125,1189,Somerset ,Kentucky
520,42036.5,2653,53,Sonora ,Kentucky
180,42036.5,918,18,South Carrollton ,Kentucky
4013,42036.5,20480,411,Southgate ,Kentucky
7,42036.5,35,0,South Park View ,Kentucky
1057,42036.5,5394,108,South Shore ,Kentucky
277,42036.5,1413,28,Sparta ,Kentucky
2961,42036.5,15111,303,Springfield ,Kentucky
296,42036.5,1510,30,Spring Mill ,Kentucky
683,42036.5,3485,70,Spring Valley ,Kentucky
802,42036.5,4093,82,Stamping Ground ,Kentucky
3662,42036.5,18689,375,Stanford ,Kentucky
2713,42036.5,13846,278,Stanton ,Kentucky
341,42036.5,1740,35,Strathmoor Manor ,Kentucky
660,42036.5,3368,67,Strathmoor Village ,Kentucky
1781,42036.5,9089,182,Sturgis ,Kentucky
165,42036.5,842,16,Sycamore ,Kentucky
6802,42036.5,34714,698,Taylor Mill ,Kentucky
1308,42036.5,6675,134,Taylorsville ,Kentucky
105,42036.5,535,10,Ten Broeck ,Kentucky
187,42036.5,954,19,Thornhill ,Kentucky
2252,42036.5,11493,231,Tompkinsville ,Kentucky
375,42036.5,1913,38,Trenton ,Kentucky
6034,42036.5,30795,619,Union ,Kentucky
930,42036.5,4746,95,Uniontown ,Kentucky
698,42036.5,3562,71,Upton ,Kentucky
1400,42036.5,7145,143,Vanceburg ,Kentucky
9318,42036.5,47555,956,Versailles ,Kentucky
301,42036.5,1536,30,Vicco ,Kentucky
7461,42036.5,38078,765,Villa Hills ,Kentucky
6439,42036.5,32862,660,Vine Grove ,Kentucky
4058,42036.5,20710,416,Walton ,Kentucky
231,42036.5,1178,23,Warfield ,Kentucky
1703,42036.5,8691,174,Warsaw ,Kentucky
1020,42036.5,5205,104,Watterson Park ,Kentucky
291,42036.5,1485,29,Waverly ,Kentucky
381,42036.5,1944,39,Wayland ,Kentucky
574,42036.5,2929,58,Wellington ,Kentucky
1272,42036.5,6491,130,West Buechel ,Kentucky
3520,42036.5,17964,361,West Liberty ,Kentucky
876,42036.5,4470,89,West Point ,Kentucky
657,42036.5,3353,67,Westwood ,Kentucky
153,42036.5,780,15,Wheatcroft ,Kentucky
503,42036.5,2567,51,Wheelwright ,Kentucky
897,42036.5,4577,92,White Plains ,Kentucky
1843,42036.5,9405,189,Whitesburg ,Kentucky
555,42036.5,2832,56,Whitesville ,Kentucky
649,42036.5,3312,66,Wickliffe ,Kentucky
3056,42036.5,15596,313,Wilder ,Kentucky
269,42036.5,1372,27,Wildwood ,Kentucky
5274,42036.5,26916,541,Williamsburg ,Kentucky
3909,42036.5,19950,401,Williamstown ,Kentucky
285,42036.5,1454,29,Willisburg ,Kentucky
6435,42036.5,32841,660,Wilmore ,Kentucky
18548,42036.5,94661,1903,Winchester ,Kentucky
2459,42036.5,12549,252,Windy Hills ,Kentucky
631,42036.5,3220,64,Wingo ,Kentucky
365,42036.5,1862,37,Woodburn ,Kentucky
90,42036.5,459,9,Woodbury ,Kentucky
738,42036.5,3766,75,Woodland Hills ,Kentucky
238,42036.5,1214,24,Woodlawn ,Kentucky
967,42036.5,4935,99,Woodlawn Park ,Kentucky
1505,42036.5,7680,154,Worthington ,Kentucky
1550,42036.5,7910,159,Worthington Hills ,Kentucky
186,42036.5,949,19,Worthville ,Kentucky
1026,42036.5,5236,105,Wurtland ,Kentucky
12038,45316,136954,5051,Abbeville ,Louisiana
46180,45316,525383,19377,Alexandria ,Louisiana
13194,45316,150106,5536,Baker ,Louisiana
10023,45316,114030,4205,Bastrop ,Louisiana
220236,45316,2505595,92414,Baton Rouge ,Louisiana
11504,45316,130879,4827,Bogalusa ,Louisiana
68159,45316,775435,28600,Bossier City ,Louisiana
8148,45316,92698,3419,Breaux Bridge ,Louisiana
12700,45316,144486,5329,Broussard ,Louisiana
3858,45316,43891,1618,Bunkie ,Louisiana
9449,45316,107499,3964,Carencro ,Louisiana
29357,45316,333990,12318,Central ,Louisiana
10564,45316,120185,4432,Covington ,Louisiana
12588,45316,143211,5282,Crowley ,Louisiana
9753,45316,110958,4092,Denham Springs ,Louisiana
3086,45316,35109,1294,DeQuincy ,Louisiana
10588,45316,120458,4442,DeRidder ,Louisiana
8441,45316,96032,3541,Donaldsonville ,Louisiana
9814,45316,111652,4118,Eunice ,Louisiana
6709,45316,76327,2815,Franklin ,Louisiana
