id,policy_created_time,policy_type,state_name,username
872,2020-07-11,Non-Essential Business Closures,California,jvfobuyi
873,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,cxwjqu
874,2020-08-14,Status of Reopening,West Virginia,nmyynf
875,2020-07-06,Stay at Home Order,Iowa,iojjr
876,2020-09-18,Mandatory Quarantine for Travelers,Alaska,mboznhi
877,2020-09-05,Mandatory Quarantine for Travelers,Texas,pfluqftg
878,2020-05-09,Restaurant Limits,Nevada,azvzoa
879,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,orepyvmc
880,2020-08-13,Large Gatherings Ban,North Dakota,xeccg
881,2020-07-10,Large Gatherings Ban,Rhode Island,cniurxv
882,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,kedacygmi
883,2020-06-25,Stay at Home Order,New Mexico,sdbsqvcqs
884,2020-10-01,Mandatory Quarantine for Travelers,Arizona,sdhacub
885,2020-04-30,Status of Reopening,Alabama,cqpqvld
886,2020-04-08,Restaurant Limits,South Carolina,gjgcws
887,2020-06-15,Non-Essential Business Closures,California,ynhdxa
888,2020-06-22,Mandatory Quarantine for Travelers,Montana,lalbxp
889,2020-07-20,Status of Reopening,Wyoming,usykgh
890,2020-08-27,Restaurant Limits,Colorado,lshyh
891,2020-06-27,Non-Essential Business Closures,Arizona,kbvybotu
892,2020-05-02,Stay at Home Order,South Dakota,nofem
893,2020-07-30,Mandatory Quarantine for Travelers,Delaware,spjmtvy
894,2020-09-28,Restaurant Limits,Ohio,qvqkn
895,2020-05-29,Stay at Home Order,Florida,vlyhre
896,2020-07-12,Restaurant Limits,Pennsylvania,cpjfwrn
897,2020-05-27,Non-Essential Business Closures,Georgia,glqagidzq
898,2020-04-30,Large Gatherings Ban,New York,rafrwtuj
899,2020-07-14,Restaurant Limits,California,kbvybotu
900,2020-08-07,Non-Essential Business Closures,Massachusetts,pqdyirohd
901,2020-04-02,Restaurant Limits,Hawaii,evcrzxovq
902,2020-09-28,Non-Essential Business Closures,Nebraska,rafrwtuj
903,2020-06-20,Restaurant Limits,Montana,pkhhhq
904,2020-07-30,Restaurant Limits,Illinois,xqsjlnyn
905,2020-08-18,Restaurant Limits,Pennsylvania,xrpkexzc
906,2020-05-04,Status of Reopening,Connecticut,cfjolp
907,2020-09-18,Stay at Home Order,New Mexico,kedacygmi
908,2020-06-20,Restaurant Limits,Hawaii,zcuezd
909,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,bkfntg
910,2020-06-06,Stay at Home Order,New Hampshire,ltquhmlti
911,2020-06-18,Status of Reopening,Florida,iztgagei
912,2020-07-25,Large Gatherings Ban,Idaho,xqsjlnyn
913,2020-05-17,Restaurant Limits,Rhode Island,mybugf
914,2020-06-11,Large Gatherings Ban,California,thaknfgjo
915,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,lalbxp
916,2020-09-05,Non-Essential Business Closures,Missouri,mybugf
917,2020-09-14,Restaurant Limits,Iowa,dzntp
918,2020-04-07,Stay at Home Order,Nevada,mbfjwy
919,2020-05-07,Restaurant Limits,Connecticut,aiutsjbl
920,2020-09-08,Large Gatherings Ban,Alaska,nofem
921,2020-05-05,Non-Essential Business Closures,Virginia,xeccg
922,2020-07-11,Non-Essential Business Closures,California,cqpqvld
923,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,cvccqmrc
924,2020-08-14,Status of Reopening,West Virginia,qdjfbdum
925,2020-07-06,Stay at Home Order,Iowa,ycvaedq
926,2020-09-18,Mandatory Quarantine for Travelers,Alaska,jnqij
927,2020-09-05,Mandatory Quarantine for Travelers,Texas,mpdvpopa
928,2020-05-09,Restaurant Limits,Nevada,waitmklgf
929,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,lalbxp
930,2020-08-13,Large Gatherings Ban,North Dakota,thaknfgjo
931,2020-07-10,Large Gatherings Ban,Rhode Island,rmouvpcqh
932,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ndkkipwb
933,2020-06-25,Stay at Home Order,New Mexico,rxrgeckzc
934,2020-10-01,Mandatory Quarantine for Travelers,Arizona,uiyzjt
935,2020-04-30,Status of Reopening,Alabama,qvqkn
936,2020-04-08,Restaurant Limits,South Carolina,nfncjz
937,2020-06-15,Non-Essential Business Closures,California,mznus
938,2020-06-22,Mandatory Quarantine for Travelers,Montana,mybugf
939,2020-07-20,Status of Reopening,Wyoming,dzntp
940,2020-08-27,Restaurant Limits,Colorado,lshyh
941,2020-06-27,Non-Essential Business Closures,Arizona,dzntp
942,2020-05-02,Stay at Home Order,South Dakota,gmlsapza
943,2020-07-30,Mandatory Quarantine for Travelers,Delaware,glqagidzq
944,2020-09-28,Restaurant Limits,Ohio,hzqtjx
945,2020-05-29,Stay at Home Order,Florida,fputxq
946,2020-07-12,Restaurant Limits,Pennsylvania,slysj
947,2020-05-27,Non-Essential Business Closures,Georgia,cvbbem
948,2020-04-30,Large Gatherings Ban,New York,qhntpaf
949,2020-07-14,Restaurant Limits,California,piovcja
950,2020-08-07,Non-Essential Business Closures,Massachusetts,gjgndyd
951,2020-04-02,Restaurant Limits,Hawaii,irlanzxsw
952,2020-09-28,Non-Essential Business Closures,Nebraska,wjudsi
953,2020-06-20,Restaurant Limits,Montana,kbvybotu
954,2020-07-30,Restaurant Limits,Illinois,pkhhhq
955,2020-08-18,Restaurant Limits,Pennsylvania,bkfntg
956,2020-05-04,Status of Reopening,Connecticut,dzxutl
957,2020-09-18,Stay at Home Order,New Mexico,ltquhmlti
958,2020-06-20,Restaurant Limits,Hawaii,kdbxne
959,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,mybugf
960,2020-06-06,Stay at Home Order,New Hampshire,iljakqa
961,2020-06-18,Status of Reopening,Florida,rmouvpcqh
962,2020-07-25,Large Gatherings Ban,Idaho,dqstu
963,2020-05-17,Restaurant Limits,Rhode Island,mhglttlcr
964,2020-06-11,Large Gatherings Ban,California,ycvaedq
965,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,kkelwdcs
966,2020-09-05,Non-Essential Business Closures,Missouri,ctdfmi
967,2020-09-14,Restaurant Limits,Iowa,wsfhwudy
968,2020-04-07,Stay at Home Order,Nevada,honlxqdt
969,2020-05-07,Restaurant Limits,Connecticut,xeccg
970,2020-09-08,Large Gatherings Ban,Alaska,irgwtald
971,2020-05-05,Non-Essential Business Closures,Virginia,evcrzxovq
972,2020-07-11,Non-Essential Business Closures,California,dzxutl
973,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,rxrgeckzc
974,2020-08-14,Status of Reopening,West Virginia,fubehhu
975,2020-07-06,Stay at Home Order,Iowa,iojjr
976,2020-09-18,Mandatory Quarantine for Travelers,Alaska,wjncso
977,2020-09-05,Mandatory Quarantine for Travelers,Texas,kbvybotu
978,2020-05-09,Restaurant Limits,Nevada,qeydiiqtb
979,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,ndkkipwb
980,2020-08-13,Large Gatherings Ban,North Dakota,twhtpy
981,2020-07-10,Large Gatherings Ban,Rhode Island,jnqij
982,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,blpejr
983,2020-06-25,Stay at Home Order,New Mexico,ndkkipwb
984,2020-10-01,Mandatory Quarantine for Travelers,Arizona,glqagidzq
985,2020-04-30,Status of Reopening,Alabama,waitmklgf
986,2020-04-08,Restaurant Limits,South Carolina,lmdlbej
987,2020-06-15,Non-Essential Business Closures,California,rxrgeckzc
988,2020-06-22,Mandatory Quarantine for Travelers,Montana,gpvvf
989,2020-07-20,Status of Reopening,Wyoming,mdpnrdqjc
990,2020-08-27,Restaurant Limits,Colorado,wbcehugc
991,2020-06-27,Non-Essential Business Closures,Arizona,dkjrlfyx
992,2020-05-02,Stay at Home Order,South Dakota,ybzsnnaew
993,2020-07-30,Mandatory Quarantine for Travelers,Delaware,tubqkldz
994,2020-09-28,Restaurant Limits,Ohio,zcuezd
995,2020-05-29,Stay at Home Order,Florida,cvccqmrc
996,2020-07-12,Restaurant Limits,Pennsylvania,psivtfhh
997,2020-05-27,Non-Essential Business Closures,Georgia,ftmjep
998,2020-04-30,Large Gatherings Ban,New York,phscvqlgd
999,2020-07-14,Restaurant Limits,California,uwzaanhs
1000,2020-08-07,Non-Essential Business Closures,Massachusetts,uwzaanhs
1001,2020-04-02,Restaurant Limits,Hawaii,ldiyqvofg
1002,2020-09-28,Non-Essential Business Closures,Nebraska,ctpxvrny
1003,2020-06-20,Restaurant Limits,Montana,kktggkh
1004,2020-07-30,Restaurant Limits,Illinois,mdpnrdqjc
1005,2020-08-18,Restaurant Limits,Pennsylvania,hgykucnca
1006,2020-05-04,Status of Reopening,Connecticut,jvfobuyi
1007,2020-09-18,Stay at Home Order,New Mexico,fbpenqttm
1008,2020-06-20,Restaurant Limits,Hawaii,ynhdxa
1009,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,asowo
1010,2020-06-06,Stay at Home Order,New Hampshire,tdzmeoupp
1011,2020-06-18,Status of Reopening,Florida,heyhbl
1012,2020-07-25,Large Gatherings Ban,Idaho,wovwkrwhr
1013,2020-05-17,Restaurant Limits,Rhode Island,hgykucnca
1014,2020-06-11,Large Gatherings Ban,California,mabvjzzor
1015,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,bcyljofl
1016,2020-09-05,Non-Essential Business Closures,Missouri,uiyzjt
1017,2020-09-14,Restaurant Limits,Iowa,hzqtjx
1018,2020-04-07,Stay at Home Order,Nevada,dkjrlfyx
1019,2020-05-07,Restaurant Limits,Connecticut,dzxutl
1020,2020-09-08,Large Gatherings Ban,Alaska,qpzdgam
1021,2020-05-05,Non-Essential Business Closures,Virginia,ygfcxtab
1022,2020-07-11,Non-Essential Business Closures,California,ihoyarv
1023,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,fbpenqttm
1024,2020-08-14,Status of Reopening,West Virginia,xrpkexzc
1025,2020-07-06,Stay at Home Order,Iowa,eygeh
1026,2020-09-18,Mandatory Quarantine for Travelers,Alaska,siyfvoohi
1027,2020-09-05,Mandatory Quarantine for Travelers,Texas,lalbxp
1028,2020-05-09,Restaurant Limits,Nevada,wxztzej
1029,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,ycvaedq
1030,2020-08-13,Large Gatherings Ban,North Dakota,phscvqlgd
1031,2020-07-10,Large Gatherings Ban,Rhode Island,heyhbl
1032,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ebolnx
1033,2020-06-25,Stay at Home Order,New Mexico,mznus
1034,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ctdfmi
1035,2020-04-30,Status of Reopening,Alabama,cxwjqu
1036,2020-04-08,Restaurant Limits,South Carolina,mabvjzzor
1037,2020-06-15,Non-Essential Business Closures,California,czrwhvek
1038,2020-06-22,Mandatory Quarantine for Travelers,Montana,twmetnyj
1039,2020-07-20,Status of Reopening,Wyoming,lshyh
1040,2020-08-27,Restaurant Limits,Colorado,jvfobuyi
1041,2020-06-27,Non-Essential Business Closures,Arizona,vbziyaqd
1042,2020-05-02,Stay at Home Order,South Dakota,rafrwtuj
1043,2020-07-30,Mandatory Quarantine for Travelers,Delaware,zqoehi
1044,2020-09-28,Restaurant Limits,Ohio,uzaaqup
1045,2020-05-29,Stay at Home Order,Florida,swjgvyqm
1046,2020-07-12,Restaurant Limits,Pennsylvania,qqipl
1047,2020-05-27,Non-Essential Business Closures,Georgia,mneshh
1048,2020-04-30,Large Gatherings Ban,New York,gmylw
1049,2020-07-14,Restaurant Limits,California,honlxqdt
1050,2020-08-07,Non-Essential Business Closures,Massachusetts,kdbxne
1051,2020-04-02,Restaurant Limits,Hawaii,lalbxp
1052,2020-09-28,Non-Essential Business Closures,Nebraska,wjudsi
1053,2020-06-20,Restaurant Limits,Montana,dzgvfzz
1054,2020-07-30,Restaurant Limits,Illinois,slwhtlcpr
1055,2020-08-18,Restaurant Limits,Pennsylvania,eygeh
1056,2020-05-04,Status of Reopening,Connecticut,xeccg
1057,2020-09-18,Stay at Home Order,New Mexico,uiyzjt
1058,2020-06-20,Restaurant Limits,Hawaii,swjgvyqm
1059,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,opweoqiv
1060,2020-06-06,Stay at Home Order,New Hampshire,wjncso
1061,2020-06-18,Status of Reopening,Florida,irlanzxsw
1062,2020-07-25,Large Gatherings Ban,Idaho,piovcja
1063,2020-05-17,Restaurant Limits,Rhode Island,uiyzjt
1064,2020-06-11,Large Gatherings Ban,California,iztgagei
1065,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,moxvu
1066,2020-09-05,Non-Essential Business Closures,Missouri,kkelwdcs
1067,2020-09-14,Restaurant Limits,Iowa,jbnxa
1068,2020-04-07,Stay at Home Order,Nevada,yfwprmojp
1069,2020-05-07,Restaurant Limits,Connecticut,ctpxvrny
1070,2020-09-08,Large Gatherings Ban,Alaska,yerxuu
1071,2020-05-05,Non-Essential Business Closures,Virginia,tbtbi
1072,2020-07-11,Non-Essential Business Closures,California,orepyvmc
1073,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,dkjrlfyx
1074,2020-08-14,Status of Reopening,West Virginia,blpejr
1075,2020-07-06,Stay at Home Order,Iowa,kedacygmi
1076,2020-09-18,Mandatory Quarantine for Travelers,Alaska,ycvaedq
1077,2020-09-05,Mandatory Quarantine for Travelers,Texas,ozebi
1078,2020-05-09,Restaurant Limits,Nevada,cqpqvld
1079,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,mbfjwy
1080,2020-08-13,Large Gatherings Ban,North Dakota,ctdfmi
1081,2020-07-10,Large Gatherings Ban,Rhode Island,fagoup
1082,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ynhdxa
1083,2020-06-25,Stay at Home Order,New Mexico,rmouvpcqh
1084,2020-10-01,Mandatory Quarantine for Travelers,Arizona,tubqkldz
1085,2020-04-30,Status of Reopening,Alabama,cxghe
1086,2020-04-08,Restaurant Limits,South Carolina,rfjvvtuc
1087,2020-06-15,Non-Essential Business Closures,California,kedacygmi
1088,2020-06-22,Mandatory Quarantine for Travelers,Montana,wbcehugc
1089,2020-07-20,Status of Reopening,Wyoming,cqpqvld
1090,2020-08-27,Restaurant Limits,Colorado,itmoyzyo
1091,2020-06-27,Non-Essential Business Closures,Arizona,swxsv
1092,2020-05-02,Stay at Home Order,South Dakota,rfjvvtuc
1093,2020-07-30,Mandatory Quarantine for Travelers,Delaware,ortxwrs
1094,2020-09-28,Restaurant Limits,Ohio,xgpefedsa
1095,2020-05-29,Stay at Home Order,Florida,hrlfga
1096,2020-07-12,Restaurant Limits,Pennsylvania,rxrgeckzc
1097,2020-05-27,Non-Essential Business Closures,Georgia,ebolnx
1098,2020-04-30,Large Gatherings Ban,New York,kdbxne
1099,2020-07-14,Restaurant Limits,California,ktqqr
1100,2020-08-07,Non-Essential Business Closures,Massachusetts,ybspuxb
1101,2020-04-02,Restaurant Limits,Hawaii,dkjrlfyx
1102,2020-09-28,Non-Essential Business Closures,Nebraska,dikmn
1103,2020-06-20,Restaurant Limits,Montana,iojjr
1104,2020-07-30,Restaurant Limits,Illinois,nmyynf
1105,2020-08-18,Restaurant Limits,Pennsylvania,rmouvpcqh
1106,2020-05-04,Status of Reopening,Connecticut,iztgagei
1107,2020-09-18,Stay at Home Order,New Mexico,ynhdxa
1108,2020-06-20,Restaurant Limits,Hawaii,psivtfhh
1109,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,iljakqa
1110,2020-06-06,Stay at Home Order,New Hampshire,ctpxvrny
1111,2020-06-18,Status of Reopening,Florida,bjphdiar
1112,2020-07-25,Large Gatherings Ban,Idaho,tkpaxfzq
1113,2020-05-17,Restaurant Limits,Rhode Island,mboznhi
1114,2020-06-11,Large Gatherings Ban,California,lrzmp
1115,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,dblfh
1116,2020-09-05,Non-Essential Business Closures,Missouri,kwcfpob
1117,2020-09-14,Restaurant Limits,Iowa,ybspuxb
1118,2020-04-07,Stay at Home Order,Nevada,lrzmp
1119,2020-05-07,Restaurant Limits,Connecticut,adthvndl
1120,2020-09-08,Large Gatherings Ban,Alaska,aifaf
1121,2020-05-05,Non-Essential Business Closures,Virginia,kedacygmi
1122,2020-07-11,Non-Essential Business Closures,California,mbfjwy
1123,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,gmlsapza
1124,2020-08-14,Status of Reopening,West Virginia,tzfnlz
1125,2020-07-06,Stay at Home Order,Iowa,orepyvmc
1126,2020-09-18,Mandatory Quarantine for Travelers,Alaska,dblfh
1127,2020-09-05,Mandatory Quarantine for Travelers,Texas,ctpxvrny
1128,2020-05-09,Restaurant Limits,Nevada,ihoyarv
1129,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,zxncxhfp
1130,2020-08-13,Large Gatherings Ban,North Dakota,ynhdxa
1131,2020-07-10,Large Gatherings Ban,Rhode Island,mbfjwy
1132,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,piovcja
1133,2020-06-25,Stay at Home Order,New Mexico,ftmjep
1134,2020-10-01,Mandatory Quarantine for Travelers,Arizona,gjgcws
1135,2020-04-30,Status of Reopening,Alabama,btylwxc
1136,2020-04-08,Restaurant Limits,South Carolina,rmouvpcqh
1137,2020-06-15,Non-Essential Business Closures,California,bkfntg
1138,2020-06-22,Mandatory Quarantine for Travelers,Montana,ctpvrfwp
1139,2020-07-20,Status of Reopening,Wyoming,cvbbem
1140,2020-08-27,Restaurant Limits,Colorado,tkpaxfzq
1141,2020-06-27,Non-Essential Business Closures,Arizona,xzwflsd
1142,2020-05-02,Stay at Home Order,South Dakota,ygfcxtab
1143,2020-07-30,Mandatory Quarantine for Travelers,Delaware,gmylw
1144,2020-09-28,Restaurant Limits,Ohio,mznus
1145,2020-05-29,Stay at Home Order,Florida,xgpefedsa
1146,2020-07-12,Restaurant Limits,Pennsylvania,cxghe
1147,2020-05-27,Non-Essential Business Closures,Georgia,cvccqmrc
1148,2020-04-30,Large Gatherings Ban,New York,czrwhvek
1149,2020-07-14,Restaurant Limits,California,mboznhi
1150,2020-08-07,Non-Essential Business Closures,Massachusetts,onajodd
1151,2020-04-02,Restaurant Limits,Hawaii,bcyljofl
1152,2020-09-28,Non-Essential Business Closures,Nebraska,sjrmmmvsr
1153,2020-06-20,Restaurant Limits,Montana,sjrmmmvsr
1154,2020-07-30,Restaurant Limits,Illinois,pkhhhq
1155,2020-08-18,Restaurant Limits,Pennsylvania,zqoehi
1156,2020-05-04,Status of Reopening,Connecticut,xqsjlnyn
1157,2020-09-18,Stay at Home Order,New Mexico,zcuezd
1158,2020-06-20,Restaurant Limits,Hawaii,xrpkexzc
1159,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,blpejr
1160,2020-06-06,Stay at Home Order,New Hampshire,evcrzxovq
1161,2020-06-18,Status of Reopening,Florida,cpjfwrn
1162,2020-07-25,Large Gatherings Ban,Idaho,epealfjru
1163,2020-05-17,Restaurant Limits,Rhode Island,irgwtald
1164,2020-06-11,Large Gatherings Ban,California,wkborr
1165,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,lrzmp
1166,2020-09-05,Non-Essential Business Closures,Missouri,bkfntg
1167,2020-09-14,Restaurant Limits,Iowa,dkjrlfyx
1168,2020-04-07,Stay at Home Order,Nevada,epealfjru
1169,2020-05-07,Restaurant Limits,Connecticut,ctpvrfwp
1170,2020-09-08,Large Gatherings Ban,Alaska,jvfobuyi
1171,2020-05-05,Non-Essential Business Closures,Virginia,piovcja
1172,2020-07-11,Non-Essential Business Closures,California,cgbis
1173,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,qqipl
1174,2020-08-14,Status of Reopening,West Virginia,aifaf
1175,2020-07-06,Stay at Home Order,Iowa,aifaf
1176,2020-09-18,Mandatory Quarantine for Travelers,Alaska,rseua
1177,2020-09-05,Mandatory Quarantine for Travelers,Texas,czahakeu
1178,2020-05-09,Restaurant Limits,Nevada,orepyvmc
1179,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,kedacygmi
1180,2020-08-13,Large Gatherings Ban,North Dakota,ltquhmlti
1181,2020-07-10,Large Gatherings Ban,Rhode Island,rfjvvtuc
1182,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,irlanzxsw
1183,2020-06-25,Stay at Home Order,New Mexico,qvqkn
1184,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ywsnpx
1185,2020-04-30,Status of Reopening,Alabama,hgykucnca
1186,2020-04-08,Restaurant Limits,South Carolina,hzqtjx
1187,2020-06-15,Non-Essential Business Closures,California,kkelwdcs
1188,2020-06-22,Mandatory Quarantine for Travelers,Montana,kmftllsnp
1189,2020-07-20,Status of Reopening,Wyoming,fbtbvgepe
1190,2020-08-27,Restaurant Limits,Colorado,gpozxuy
1191,2020-06-27,Non-Essential Business Closures,Arizona,nofem
1192,2020-05-02,Stay at Home Order,South Dakota,moxvu
1193,2020-07-30,Mandatory Quarantine for Travelers,Delaware,czrwhvek
1194,2020-09-28,Restaurant Limits,Ohio,rseua
1195,2020-05-29,Stay at Home Order,Florida,ctdfmi
1196,2020-07-12,Restaurant Limits,Pennsylvania,mgljp
1197,2020-05-27,Non-Essential Business Closures,Georgia,cxwjqu
1198,2020-04-30,Large Gatherings Ban,New York,uqtvzz
1199,2020-07-14,Restaurant Limits,California,twmetnyj
1200,2020-08-07,Non-Essential Business Closures,Massachusetts,evcrzxovq
1201,2020-04-02,Restaurant Limits,Hawaii,gjgcws
1202,2020-09-28,Non-Essential Business Closures,Nebraska,judabf
1203,2020-06-20,Restaurant Limits,Montana,kdbxne
1204,2020-07-30,Restaurant Limits,Illinois,mgljp
1205,2020-08-18,Restaurant Limits,Pennsylvania,yerxuu
1206,2020-05-04,Status of Reopening,Connecticut,pfluqftg
1207,2020-09-18,Stay at Home Order,New Mexico,ebolnx
1208,2020-06-20,Restaurant Limits,Hawaii,bkfntg
1209,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,siyfvoohi
1210,2020-06-06,Stay at Home Order,New Hampshire,wjudsi
1211,2020-06-18,Status of Reopening,Florida,pfwnr
1212,2020-07-25,Large Gatherings Ban,Idaho,evcrzxovq
1213,2020-05-17,Restaurant Limits,Rhode Island,wxztzej
1214,2020-06-11,Large Gatherings Ban,California,itmoyzyo
1215,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,judabf
1216,2020-09-05,Non-Essential Business Closures,Missouri,sjrmmmvsr
1217,2020-09-14,Restaurant Limits,Iowa,blpejr
1218,2020-04-07,Stay at Home Order,Nevada,piovcja
1219,2020-05-07,Restaurant Limits,Connecticut,iztgagei
1220,2020-09-08,Large Gatherings Ban,Alaska,kdbxne
1221,2020-05-05,Non-Essential Business Closures,Virginia,ndkkipwb
1222,2020-07-11,Non-Essential Business Closures,California,wjncso
1223,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,gpozxuy
1224,2020-08-14,Status of Reopening,West Virginia,qrpvgaxl
1225,2020-07-06,Stay at Home Order,Iowa,moxvu
1226,2020-09-18,Mandatory Quarantine for Travelers,Alaska,qrpvgaxl
1227,2020-09-05,Mandatory Quarantine for Travelers,Texas,fbpenqttm
1228,2020-05-09,Restaurant Limits,Nevada,czrwhvek
1229,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,ynhdxa
1230,2020-08-13,Large Gatherings Ban,North Dakota,xqsjlnyn
1231,2020-07-10,Large Gatherings Ban,Rhode Island,ldiyqvofg
1232,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,kdbxne
1233,2020-06-25,Stay at Home Order,New Mexico,xrpkexzc
1234,2020-10-01,Mandatory Quarantine for Travelers,Arizona,cyzmonh
1235,2020-04-30,Status of Reopening,Alabama,waitmklgf
1236,2020-04-08,Restaurant Limits,South Carolina,mpdvpopa
1237,2020-06-15,Non-Essential Business Closures,California,epqwkjzn
1238,2020-06-22,Mandatory Quarantine for Travelers,Montana,fbpenqttm
1239,2020-07-20,Status of Reopening,Wyoming,epqwkjzn
1240,2020-08-27,Restaurant Limits,Colorado,sdbsqvcqs
1241,2020-06-27,Non-Essential Business Closures,Arizona,lnoqfd
1242,2020-05-02,Stay at Home Order,South Dakota,lalbxp
1243,2020-07-30,Mandatory Quarantine for Travelers,Delaware,nofem
1244,2020-09-28,Restaurant Limits,Ohio,btylwxc
1245,2020-05-29,Stay at Home Order,Florida,vceaav
1246,2020-07-12,Restaurant Limits,Pennsylvania,gmlsapza
1247,2020-05-27,Non-Essential Business Closures,Georgia,ortxwrs
1248,2020-04-30,Large Gatherings Ban,New York,tzfnlz
1249,2020-07-14,Restaurant Limits,California,aiutsjbl
1250,2020-08-07,Non-Essential Business Closures,Massachusetts,swxsv
1251,2020-04-02,Restaurant Limits,Hawaii,czrwhvek
1252,2020-09-28,Non-Essential Business Closures,Nebraska,phfqr
1253,2020-06-20,Restaurant Limits,Montana,dblfh
1254,2020-07-30,Restaurant Limits,Illinois,ahrzckr
1255,2020-08-18,Restaurant Limits,Pennsylvania,ihoyarv
1256,2020-05-04,Status of Reopening,Connecticut,thaknfgjo
1257,2020-09-18,Stay at Home Order,New Mexico,zqoehi
1258,2020-06-20,Restaurant Limits,Hawaii,hzqtjx
1259,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,azvzoa
1260,2020-06-06,Stay at Home Order,New Hampshire,wxnrabwfm
1261,2020-06-18,Status of Reopening,Florida,spjmtvy
1262,2020-07-25,Large Gatherings Ban,Idaho,eygeh
1263,2020-05-17,Restaurant Limits,Rhode Island,lshyh
1264,2020-06-11,Large Gatherings Ban,California,ispix
1265,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,mgljp
1266,2020-09-05,Non-Essential Business Closures,Missouri,iojjr
1267,2020-09-14,Restaurant Limits,Iowa,zmzvxy
1268,2020-04-07,Stay at Home Order,Nevada,aifaf
1269,2020-05-07,Restaurant Limits,Connecticut,epealfjru
1270,2020-09-08,Large Gatherings Ban,Alaska,ctpvrfwp
1271,2020-05-05,Non-Essential Business Closures,Virginia,nofem
1272,2020-07-11,Non-Essential Business Closures,California,cniurxv
1273,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,opweoqiv
1274,2020-08-14,Status of Reopening,West Virginia,rseua
1275,2020-07-06,Stay at Home Order,Iowa,cpjfwrn
1276,2020-09-18,Mandatory Quarantine for Travelers,Alaska,cfjolp
1277,2020-09-05,Mandatory Quarantine for Travelers,Texas,zoruamyn
1278,2020-05-09,Restaurant Limits,Nevada,spjmtvy
1279,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,phscvqlgd
1280,2020-08-13,Large Gatherings Ban,North Dakota,ybspuxb
1281,2020-07-10,Large Gatherings Ban,Rhode Island,lrzmp
1282,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,tdzmeoupp
1283,2020-06-25,Stay at Home Order,New Mexico,onajodd
1284,2020-10-01,Mandatory Quarantine for Travelers,Arizona,uzaaqup
1285,2020-04-30,Status of Reopening,Alabama,rmouvpcqh
1286,2020-04-08,Restaurant Limits,South Carolina,phfqr
1287,2020-06-15,Non-Essential Business Closures,California,cgbis
1288,2020-06-22,Mandatory Quarantine for Travelers,Montana,dzntp
1289,2020-07-20,Status of Reopening,Wyoming,ldiyqvofg
1290,2020-08-27,Restaurant Limits,Colorado,mneshh
1291,2020-06-27,Non-Essential Business Closures,Arizona,snnnsa
1292,2020-05-02,Stay at Home Order,South Dakota,rmouvpcqh
1293,2020-07-30,Mandatory Quarantine for Travelers,Delaware,cvccqmrc
1294,2020-09-28,Restaurant Limits,Ohio,xqsjlnyn
1295,2020-05-29,Stay at Home Order,Florida,fubehhu
1296,2020-07-12,Restaurant Limits,Pennsylvania,cxwjqu
1297,2020-05-27,Non-Essential Business Closures,Georgia,xeccg
