facility_id,facility_name,zipcode,ownership,emergency_service,overall_rating,city_name,state_name
194044,VERMILION BEHAVIORAL HEALTH SYSTEMS,70507,Proprietary,No,Not Available,Lafayette,Louisiana
261321,HEDRICK MEDICAL CENTER,64601,Voluntary non-profit - Private,Yes,3,Chillicothe,Missouri
111336,MOUNTAIN LAKES MEDICAL CENTER,30525,Proprietary,Yes,Not Available,Clayton,Georgia
140064,ST MARY MEDICAL CENTER,61401,Voluntary non-profit - Church,Yes,4,Galesburg,Illinois
50205,GLENDORA COMMUNITY HOSPITAL,91740,Proprietary,Yes,4,Glendora,California
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,33021,Proprietary,No,Not Available,Hollywood,Florida
230301,SURGEONS CHOICE MEDICAL CENTER,48075,Proprietary,No,Not Available,Southfield,Michigan
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,47933,Voluntary non-profit - Church,Yes,3,Crawfordsville,Indiana
50724,BAKERSFIELD HEART HOSPITAL,93308,Proprietary,Yes,3,Bakersfield,California
110050,ADVENTHEALTH MURRAY,30705,Voluntary non-profit - Private,Yes,4,Chatsworth,Georgia
490130,RIVERSIDE WALTER REED HOSPITAL,23061,Voluntary non-profit - Private,Yes,3,Gloucester,Virginia
361325,GALION COMMUNITY HOSPITAL,44833,Voluntary non-profit - Church,No,3,Galion,Ohio
450210,EAST TEXAS MEDICAL CENTER - CARTHAGE,75633,Voluntary non-profit - Private,Yes,2,Carthage,Texas
233300,CHILDREN'S HOSPITAL OF MICHIGAN,48201,Proprietary,Yes,Not Available,Detroit,Michigan
270087,THE HEALTHCENTER,59901,Proprietary,No,4,Kalispell,Montana
524000,AURORA PSYCHIATRIC HOSPITAL,53213,Voluntary non-profit - Private,No,Not Available,Wauwatosa,Wisconsin
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,50548,Voluntary non-profit - Other,Yes,Not Available,Humboldt,Iowa
194087,ALLEGIANCE HEALTH CENTER OF MONROE,71203,Proprietary,No,Not Available,Monroe,Louisiana
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2360,Voluntary non-profit - Private,Yes,5,Plymouth,Massachusetts
104069,WEKIVA SPRINGS,32216,Proprietary,No,Not Available,Jacksonville,Florida
180092,CLARK REGIONAL MEDICAL CENTER,40391,Proprietary,Yes,4,Winchester,Kentucky
111333,JEFF DAVIS HOSPITAL,31539,Government - Hospital District or Authority,Yes,3,Hazlehurst,Georgia
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,39653,Government - Local,Yes,Not Available,Meadville,Mississippi
210064,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,21209,Voluntary non-profit - Private,No,Not Available,Baltimore,Maryland
521351,REEDSBURG AREA MEDICAL CENTER,53959,Voluntary non-profit - Private,Yes,3,Reedsburg,Wisconsin
380071,WILLAMETTE VALLEY MEDICAL CENTER,97128,Voluntary non-profit - Private,Yes,4,McMinnville,Oregon
670106,HCA HOUSTON HEALTHCARE PEARLAND,77584,Proprietary,Yes,3,Pearland,Texas
520100,BELOIT HEALTH SYSTEM,53511,Voluntary non-profit - Private,Yes,2,Beloit,Wisconsin
100243,BRANDON REGIONAL HOSPITAL,33511,Proprietary,Yes,2,Brandon,Florida
114036,GREENLEAF CENTER,31602,Proprietary,No,Not Available,Valdosta,Georgia
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,6105,Voluntary non-profit - Church,Yes,4,Hartford,Connecticut
70031,GRIFFIN HOSPITAL,6418,Voluntary non-profit - Other,Yes,3,Derby,Connecticut
390278,EAGLEVILLE HOSPITAL,19408,Voluntary non-profit - Private,No,Not Available,Eagleville,Pennsylvania
50775,TEMECULA VALLEY HOSPITAL,92592,Proprietary,Yes,5,Temecula,California
190116,MOREHOUSE GENERAL HOSPITAL,71220,Government - Hospital District or Authority,Yes,2,Bastrop,Louisiana
440109,HARDIN MEDICAL CENTER,38372,Government - Local,Yes,4,Savannah,Tennessee
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,55805,Voluntary non-profit - Private,Yes,4,Duluth,Minnesota
241363,STEVENS COMMUNITY MEDICAL CENTER,56267,Voluntary non-profit - Private,Yes,4,Morris,Minnesota
60116,GOOD SAMARITAN MEDICAL CENTER LLC,80026,Voluntary non-profit - Private,Yes,4,Lafayette,Colorado
450809,NORTH AUSTIN MEDICAL CENTER,78758,Proprietary,Yes,5,Austin,Texas
100179,MEMORIAL HOSPITAL JACKSONVILLE,32216,Proprietary,Yes,2,Jacksonville,Florida
281343,WEST HOLT MEMORIAL HOSPITAL,68713,Voluntary non-profit - Private,Yes,Not Available,Atkinson,Nebraska
450702,LONGVIEW REGIONAL MEDICAL CENTER,75605,Proprietary,Yes,2,Longview,Texas
374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,73505,Government - State,No,Not Available,Lawton,Oklahoma
200041,NORTHERN LIGHT INLAND HOSPITAL,4901,Proprietary,Yes,4,Waterville,Maine
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2215,Voluntary non-profit - Private,Yes,2,Boston,Massachusetts
210001,MERITUS MEDICAL CENTER,21742,Voluntary non-profit - Private,Yes,3,Hagerstown,Maryland
493301,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,23507,Voluntary non-profit - Private,Yes,Not Available,Norfolk,Virginia
44020,RIVERVIEW BEHAVIORAL HEALTH,71854,Proprietary,No,Not Available,Texarkana,Arkansas
290001,RENOWN REGIONAL MEDICAL CENTER,89502,Voluntary non-profit - Private,Yes,2,Reno,Nevada
110234,SGMC BERRIEN CAMPUS,31639,Government - Hospital District or Authority,Yes,Not Available,Nashville,Georgia
161319,MERCYONE ELKADER MEDICAL CENTER,52043,Voluntary non-profit - Private,Yes,Not Available,Elkader,Iowa
364027,CAMBRIDGE BEHAVIORAL HOSPITAL,43725,Proprietary,Yes,Not Available,Cambridge,Ohio
190140,FRANKLIN MEDICAL CENTER,71295,Government - Hospital District or Authority,Yes,3,Winnsboro,Louisiana
100264,OAK HILL HOSPITAL,34613,Voluntary non-profit - Other,Yes,2,Brooksville,Florida
61320,GUNNISON VALLEY HOSPITAL,81230,Government - Local,Yes,Not Available,Gunnison,Colorado
370041,BRISTOW MEDICAL CENTER,74010,Government - Hospital District or Authority,Yes,3,Bristow,Oklahoma
170068,SOUTHWEST MEDICAL CENTER,67901,Government - Local,Yes,2,Liberal,Kansas
131325,BINGHAM MEMORIAL HOSPITAL,83221,Voluntary non-profit - Private,Yes,2,Blackfoot,Idaho
51324,NORTHERN INYO HOSPITAL,93514,Government - Hospital District or Authority,Yes,3,Bishop,California
170204,"ROCK REGIONAL HOSPITAL, LLC",67037,Proprietary,Yes,Not Available,Derby,Kansas
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,87571,Voluntary non-profit - Private,Yes,4,Taos,NewMexico
410012,THE MIRIAM HOSPITAL,2906,Voluntary non-profit - Private,Yes,3,Providence,RhodeIsland
210044,GREATER BALTIMORE MEDICAL CENTER,21204,Voluntary non-profit - Private,Yes,5,Baltimore,Maryland
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,76661,Voluntary non-profit - Private,Yes,Not Available,Marlin,Texas
451382,COMANCHE COUNTY MEDICAL CENTER,76442,Voluntary non-profit - Private,Yes,Not Available,Comanche,Texas
111306,EFFINGHAM HEALTH SYSTEM,31329,Government - Hospital District or Authority,Yes,Not Available,Springfield,Georgia
170190,MANHATTAN SURGICAL HOSPITAL LLC,66502,Physician,No,Not Available,Manhattan,Kansas
230035,SPECTRUM HEALTH UNITED HOSPITAL,48838,Voluntary non-profit - Other,No,4,Greenville,Michigan
231321,BELL HOSPITAL,49849,Proprietary,Yes,4,Ishpeming,Michigan
161351,AVERA HOLY FAMILY HOSPITAL,51334,Voluntary non-profit - Church,Yes,4,Estherville,Iowa
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,51442,Voluntary non-profit - Other,Yes,2,Denison,Iowa
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,71457,Government - Hospital District or Authority,Yes,3,Natchitoches,Louisiana
244015,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,56425,Government - State,No,Not Available,Baxter,Minnesota
110125,FAIRVIEW PARK HOSPITAL,31021,Proprietary,Yes,4,Dublin,Georgia
451305,CHI ST JOSEPH HEALTH BURLESON HOSPITAL,77836,Voluntary non-profit - Church,No,Not Available,Caldwell,Texas
220176,ST VINCENT HOSPITAL,1608,Proprietary,Yes,2,Worcester,Massachusetts
381323,SAMARITAN LEBANON COMMUNITY HOSPITAL,97355,Voluntary non-profit - Church,Yes,4,Lebanon,Oregon
190303,CYPRESS POINTE SURGICAL HOSPITAL,70403,Physician,No,Not Available,Hammond,Louisiana
520189,AURORA MEDICAL CENTER KENOSHA,53142,Voluntary non-profit - Private,Yes,5,Kenosha,Wisconsin
250060,JEFFERSON COUNTY HOSPITAL,39069,Government - Local,Yes,Not Available,Fayette,Mississippi
450869,DOCTORS HOSPITAL AT RENAISSANCE,78539,Physician,Yes,2,Edinburg,Texas
330277,CORNING HOSPITAL,14830,Voluntary non-profit - Private,Yes,3,Corning,NewYork
130025,MADISON MEMORIAL HOSPITAL,83440,Government - Local,Yes,4,Rexburg,Idaho
390027,TEMPLE UNIVERSITY HOSPITAL,19140,Voluntary non-profit - Private,Yes,2,Philadelphia,Pennsylvania
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,23188,Voluntary non-profit - Private,Yes,5,Williamsburg,Virginia
670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,76012,Proprietary,No,5,Arlington,Texas
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,85713,Voluntary non-profit - Private,Yes,3,Tucson,Arizona
360001,MERCY HEALTH-ANDERSON HOSPITAL,45255,Voluntary non-profit - Private,Yes,4,Cincinnati,Ohio
10061,HIGHLANDS MEDICAL CENTER,35768,Government - Hospital District or Authority,Yes,2,Scottsboro,Alabama
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,62801,Voluntary non-profit - Church,Yes,5,Centralia,Illinois
530034,SUMMIT MEDICAL CENTER,82609,Physician,No,Not Available,Casper,Wyoming
314013,TRENTON PSYCHIATRIC HOSP,8625,Government - State,Yes,Not Available,Trenton,NewJersey
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,38821,Proprietary,Yes,3,Amory,Mississippi
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,57362,Voluntary non-profit - Private,Yes,4,Miller,SouthDakota
450165,METHODIST HOSPITAL SOUTH,78026,Proprietary,Yes,5,Jourdanton,Texas
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,89503,Voluntary non-profit - Private,Yes,5,Reno,Nevada
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,46041,Voluntary non-profit - Private,Yes,4,Frankfort,Indiana
451353,CRANE COUNTY HOSPITAL DISTRICT,79731,Government - Hospital District or Authority,Yes,Not Available,Crane,Texas
510048,LOGAN REGIONAL MEDICAL CENTER,25601,Proprietary,Yes,3,Logan,WestVirginia
100046,FLORIDA HOSPITAL ZEPHYRHILLS,33541,Voluntary non-profit - Church,Yes,4,Zephyrhills,Florida
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,75093,Voluntary non-profit - Private,Yes,3,Plano,Texas
330307,CAYUGA MEDICAL CENTER AT ITHACA,14850,Voluntary non-profit - Private,Yes,2,Ithaca,NewYork
30103,MAYO CLINIC HOSPITAL,85054,Voluntary non-profit - Private,Yes,5,Phoenix,Arizona
61315,YUMA DISTRICT HOSPITAL,80759,Government - Hospital District or Authority,Yes,Not Available,Yuma,Colorado
331312,"DELAWARE VALLEY HOSPITAL, INC",13856,Voluntary non-profit - Private,Yes,3,Walton,NewYork
41321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,71923,Voluntary non-profit - Private,Yes,4,Arkadelphia,Arkansas
10126,TROY REGIONAL MEDICAL CENTER,36081,Government - Federal,Yes,3,Troy,Alabama
460061,LAYTON HOSPITAL,84041,Voluntary non-profit - Private,Yes,Not Available,Layton,Utah
250100,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,39701,Voluntary non-profit - Private,Yes,3,Columbus,Mississippi
370190,SOUTHWESTERN REGIONAL MEDICAL CENTER,74133,Proprietary,Yes,5,Tulsa,Oklahoma
190274,OCHSNER MEDICAL CENTER-KENNER,70065,Voluntary non-profit - Private,Yes,4,Kenner,Louisiana
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,60450,Voluntary non-profit - Private,Yes,4,Morris,Illinois
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,37203,Voluntary non-profit - Other,No,Not Available,Nashville,Tennessee
390025,KENSINGTON HOSPITAL,19122,Voluntary non-profit - Other,No,Not Available,Philadelphia,Pennsylvania
380060,ADVENTIST HEALTH PORTLAND,97216,Voluntary non-profit - Church,Yes,4,Portland,Oregon
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,45828,Government - Hospital District or Authority,No,5,Coldwater,Ohio
261307,PERSHING MEMORIAL HOSPITAL,64628,Voluntary non-profit - Private,Yes,4,Brookfield,Missouri
501336,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,98584,Government - Hospital District or Authority,Yes,3,Shelton,Washington
450558,ABILENE REGIONAL MEDICAL CENTER,79606,Proprietary,Yes,2,Abilene,Texas
450828,CHRISTUS SPOHN HOSPITAL ALICE,78332,Voluntary non-profit - Private,Yes,4,Alice,Texas
520028,THE MONROE CLINIC,53566,Voluntary non-profit - Private,Yes,5,Monroe,Wisconsin
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,37061,Government - Local,Yes,Not Available,Erin,Tennessee
60014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,80218,Government - State,Yes,3,Denver,Colorado
44017,UNITED METHODIST BEHAVIORAL HOSPITAL,72113,Voluntary non-profit - Private,No,Not Available,Maumelle,Arkansas
320063,CARLSBAD MEDICAL CENTER,88220,Proprietary,No,2,Carlsbad,NewMexico
440011,BLOUNT MEMORIAL HOSPITAL,37804,Government - Local,Yes,2,Maryville,Tennessee
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,Government - Hospital District or Authority,Yes,2,Cullman,Alabama
370002,ALLIANCEHEALTH WOODWARD,73801,Proprietary,Yes,4,Woodward,Oklahoma
390328,UPMC EAST,15146,Voluntary non-profit - Private,Yes,4,Monroeville,Pennsylvania
370020,MERCY HOSPITAL ADA,74820,Voluntary non-profit - Private,Yes,4,Ada,Oklahoma
50320,HIGHLAND HOSPITAL,94602,Government - Hospital District or Authority,Yes,2,Oakland,California
450447,NAVARRO REGIONAL HOSPITAL,75110,Government - Hospital District or Authority,Yes,3,Corsicana,Texas
281327,COZAD COMMUNITY HOSPITAL,69130,Government - Hospital District or Authority,Yes,Not Available,Cozad,Nebraska
140289,ANDERSON HOSPITAL,62062,Voluntary non-profit - Private,Yes,4,Maryville,Illinois
450876,LUBBOCK HEART HOSPITAL LP,79416,Government - Hospital District or Authority,Yes,4,Lubbock,Texas
444004,LAKESIDE BEHAVIORAL HEALTH SYSTEM,38133,Voluntary non-profit - Church,No,Not Available,Memphis,Tennessee
450229,HENDRICK MEDICAL CENTER,79601,Voluntary non-profit - Private,Yes,5,Abilene,Texas
161302,IOWA SPECIALTY HOSPITAL-CLARION,50525,Government - Local,Yes,4,Clarion,Iowa
510031,ST FRANCIS HOSPITAL,25301,Proprietary,Yes,3,Charleston,WestVirginia
61303,EAST MORGAN COUNTY HOSPITAL,80723,Government - Hospital District or Authority,Yes,3,Brush,Colorado
340030,DUKE UNIVERSITY HOSPITAL,27710,Proprietary,Yes,4,Durham,NorthCarolina
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,11201,Voluntary non-profit - Private,Yes,1,Brooklyn,NewYork
223303,SHRINERS' HOSPITAL FOR CHILDREN (THE),1104,Voluntary non-profit - Private,No,Not Available,Springfield,Massachusetts
50771,COAST PLAZA HOSPITAL,90650,Proprietary,Yes,3,Norwalk,California
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,44266,Voluntary non-profit - Private,Yes,4,Ravenna,Ohio
111318,MONROE COUNTY HOSPITAL,31029,Government - Hospital District or Authority,Yes,Not Available,Forsyth,Georgia
460042,LAKEVIEW HOSPITAL,84010,Voluntary non-profit - Other,Yes,4,Bountiful,Utah
500024,PROVIDENCE ST PETER HOSPITAL,98506,Voluntary non-profit - Private,Yes,3,Olympia,Washington
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,19104,Voluntary non-profit - Other,No,Not Available,Philadelphia,Pennsylvania
420019,MUSC HEALTH CHESTER MEDICAL CENTER,29706,Proprietary,Yes,2,Chester,SouthCarolina
84004,DOVER BEHAVIORAL HEALTH SYSTEM,19901,Proprietary,No,Not Available,Dover,Delaware
390267,FORBES HOSPITAL,15146,Voluntary non-profit - Private,Yes,3,Monroeville,Pennsylvania
100284,WESTCHESTER GENERAL HOSPITAL,33155,Proprietary,Yes,2,Miami,Florida
340132,MARIA PARHAM MEDICAL CENTER,27536,Proprietary,Yes,2,Henderson,NorthCarolina
501318,OTHELLO COMMUNITY HOSPITAL,99344,Government - Hospital District or Authority,Yes,Not Available,Othello,Washington
360092,MEMORIAL HOSPITAL,43040,Government - Local,Yes,4,Marysville,Ohio
451358,MEMORIAL HOSPITAL,79360,Government - Hospital District or Authority,Yes,Not Available,Seminole,Texas
440227,TRISTAR STONECREST MEDICAL CENTER,37167,Proprietary,Yes,2,Smyrna,Tennessee
440010,WAYNE MEDICAL CENTER,38485,Voluntary non-profit - Other,Yes,4,Waynesboro,Tennessee
50272,REDLANDS COMMUNITY HOSPITAL,92373,Voluntary non-profit - Private,Yes,4,Redlands,California
291312,GROVER C DILS MEDICAL CENTER,89008,Government - Local,Yes,Not Available,Caliente,Nevada
101312,FISHERMEN'S COMMUNITY HOSPITAL,33050,Voluntary non-profit - Private,Yes,Not Available,Marathon,Florida
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,80045,Government - Hospital District or Authority,Yes,4,Aurora,Colorado
371305,"JANE PHILLIPS NOWATA HOSPITAL, INC",74048,Voluntary non-profit - Private,Yes,Not Available,Nowata,Oklahoma
31311,LITTLE COLORADO MEDICAL CENTER,86047,Voluntary non-profit - Private,Yes,4,Winslow,Arizona
180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",40977,Voluntary non-profit - Private,Yes,Not Available,Pineville,Kentucky
361322,BLUFFTON HOSPITAL,45817,Voluntary non-profit - Private,Yes,Not Available,Bluffton,Ohio
330226,UNITY HOSPITAL,14626,Voluntary non-profit - Private,Yes,2,Rochester,NewYork
191307,DEQUINCY MEMORIAL HOSPITAL,70633,Proprietary,Yes,Not Available,DeQuincy,Louisiana
390090,WEST PENN HOSPITAL,15224,Voluntary non-profit - Private,Yes,3,Pittsburgh,Pennsylvania
280125,FAITH REGIONAL HEALTH SERVICES,68701,Voluntary non-profit - Church,Yes,3,Norfolk,Nebraska
220066,MERCY MEDICAL CTR,1104,Voluntary non-profit - Private,Yes,2,Springfield,Massachusetts
360020,SUMMA HEALTH SYSTEM,44309,Voluntary non-profit - Private,Yes,3,Akron,Ohio
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,81521,Voluntary non-profit - Private,Yes,Not Available,Fruita,Colorado
180056,METHODIST HOSPITAL,42420,Voluntary non-profit - Church,Yes,2,Henderson,Kentucky
10044,MARION REGIONAL MEDICAL CENTER,35570,Voluntary non-profit - Private,Yes,4,Hamilton,Alabama
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,37232,Voluntary non-profit - Private,Yes,3,Nashville,Tennessee
160080,MERCYONE CLINTON MEDICAL CENTER,52732,Voluntary non-profit - Private,Yes,5,Clinton,Iowa
171322,HAMILTON COUNTY HOSPITAL,67878,Government - Local,Yes,Not Available,Syracuse,Kansas
450469,WILSON N JONES REGIONAL MEDICAL CENTER,75091,Proprietary,Yes,2,Sherman,Texas
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,62274,Government - Hospital District or Authority,Yes,3,Pinckneyville,Illinois
330273,PUTNAM HOSPITAL CENTER,10512,Voluntary non-profit - Private,Yes,4,Carmel,NewYork
10090,PROVIDENCE HOSPITAL,36608,Voluntary non-profit - Church,Yes,2,Mobile,Alabama
374021,"PARKSIDE, INC",74120,Voluntary non-profit - Private,Yes,Not Available,Tulsa,Oklahoma
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,59417,Government - Federal,Yes,Not Available,Browning,Montana
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,11215,Voluntary non-profit - Private,Yes,3,Brooklyn,NewYork
270051,KALISPELL REGIONAL MEDICAL CENTER,59901,Voluntary non-profit - Private,Yes,5,Kalispell,Montana
360051,MIAMI VALLEY HOSPITAL,45409,Voluntary non-profit - Private,Yes,4,Dayton,Ohio
110198,WELLSTAR NORTH FULTON HOSPITAL,30076,Proprietary,Yes,2,Roswell,Georgia
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,56258,Voluntary non-profit - Private,Yes,4,Marshall,Minnesota
511307,"GRAFTON CITY HOSPITAL, INC",26354,Voluntary non-profit - Private,Yes,Not Available,Grafton,WestVirginia
64028,DENVER SPRINGS,80112,Proprietary,No,Not Available,Englewood,Colorado
300001,CONCORD HOSPITAL,3301,Voluntary non-profit - Private,Yes,4,Concord,NewHampshire
160104,TRINITY - BETTENDORF,52722,Voluntary non-profit - Private,Yes,4,Bettendorf,Iowa
241321,HOLY TRINITY HOSPITAL & GRACE HOME,56240,Voluntary non-profit - Private,Yes,Not Available,Graceville,Minnesota
314023,ASPEN HILLS HEALTHCARE CENTER,8068,Proprietary,No,Not Available,Pemberton,NewJersey
41329,MERCY HOSPITAL BERRYVILLE,72616,Voluntary non-profit - Church,Yes,3,Berryville,Arkansas
170187,SALINA SURGICAL HOSPITAL,67401,Physician,No,Not Available,Salina,Kansas
161323,MITCHELL COUNTY REGIONAL HEALTH,50461,Voluntary non-profit - Other,Yes,4,Osage,Iowa
370180,CHICKASAW NATION MEDICAL CENTER,74820,Voluntary non-profit - Other,Yes,4,Ada,Oklahoma
181316,MARY BRECKINRIDGE ARH HOSPITAL,41749,Voluntary non-profit - Private,Yes,Not Available,Hyden,Kentucky
494022,POPLAR SPRINGS HOSPITAL,23805,Proprietary,No,Not Available,Petersburg,Virginia
451374,BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR,76574,Voluntary non-profit - Private,Yes,Not Available,Taylor,Texas
260034,BATES COUNTY MEMORIAL HOSPITAL,64730,Government - Local,Yes,4,Butler,Missouri
241348,AVERA TYLER HOSPITAL,56178,Voluntary non-profit - Private,Yes,Not Available,Tyler,Minnesota
250019,MEMORIAL HOSPITAL AT GULFPORT,39502,Government - Local,Yes,1,Gulfport,Mississippi
141306,COMMUNITY HOSPITAL OF STAUNTON,62088,Voluntary non-profit - Private,Yes,Not Available,Staunton,Illinois
330397,INTERFAITH MEDICAL CENTER,11213,Voluntary non-profit - Private,No,1,Brooklyn,NewYork
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,80807,Government - Hospital District or Authority,Yes,Not Available,Burlington,Colorado
60100,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,80012,Proprietary,Yes,5,Aurora,Colorado
391312,PENN HIGHLANDS BROOKVILLE,15825,Voluntary non-profit - Private,Yes,3,Brookville,Pennsylvania
453316,CHILDRENS MEDICAL CENTER PLANO,75024,Voluntary non-profit - Private,Yes,Not Available,Plano,Texas
450324,TEXOMA MEDICAL CENTER,75020,Proprietary,Yes,2,Denison,Texas
44004,VANTAGE POINT OF NORTHWEST ARKANSAS,72703,Proprietary,No,Not Available,Fayetteville,Arkansas
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,75231,Proprietary,Yes,Not Available,Dallas,Texas
510055,CABELL HUNTINGTON HOSPITAL INC,25701,Voluntary non-profit - Private,Yes,2,Huntington,WestVirginia
520035,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,53083,Voluntary non-profit - Private,Yes,5,Sheboygan,Wisconsin
271312,PHILLIPS COUNTY HOSPITAL - CAH,59538,Voluntary non-profit - Private,Yes,Not Available,Malta,Montana
300023,EXETER HOSPITAL INC,3833,Voluntary non-profit - Private,Yes,5,Exeter,NewHampshire
100252,RAULERSON HOSPITAL,34972,Proprietary,Yes,2,Okeechobee,Florida
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,62656,Voluntary non-profit - Private,Yes,4,Lincoln,Illinois
10113,MOBILE INFIRMARY MEDICAL CENTER,36652,Voluntary non-profit - Private,Yes,2,Mobile,Alabama
21313,SOUTH PENINSULA HOSPITAL,99603,Voluntary non-profit - Private,Yes,4,Homer,Alaska
171333,CLARA BARTON HOSPITAL,67544,Voluntary non-profit - Private,Yes,4,Hoisington,Kansas
161372,BOONE COUNTY HOSPITAL,50036,Government - Local,Yes,4,Boone,Iowa
360234,MERCY HEALTH - WEST HOSPITAL,45211,Voluntary non-profit - Private,Yes,4,Cincinnati,Ohio
231328,ALLEGAN GENERAL HOSPITAL,49010,Voluntary non-profit - Other,Yes,3,Allegan,Michigan
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,38464,Voluntary non-profit - Other,Yes,4,Lawrenceburg,Tennessee
360352,SURGICAL HOSPITAL AT SOUTHWOODS,44512,Proprietary,No,5,Youngstown,Ohio
450011,ST JOSEPH REGIONAL HEALTH CENTER,77802,Voluntary non-profit - Private,No,4,Bryan,Texas
190017,OPELOUSAS GENERAL HEALTH SYSTEM,70570,Government - Hospital District or Authority,Yes,3,Opelousas,Louisiana
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,28106,Voluntary non-profit - Other,Yes,5,Matthews,NorthCarolina
381320,COLUMBIA MEMORIAL HOSPITAL,97103,Proprietary,Yes,3,Astoria,Oregon
451304,SCHLEICHER COUNTY MEDICAL CENTER,76936,Proprietary,Yes,Not Available,Eldorado,Texas
271323,CLARK FORK VALLEY HOSPITAL,59859,Voluntary non-profit - Private,Yes,3,Plains,Montana
454134,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,75034,Proprietary,No,Not Available,Frisco,Texas
460005,OGDEN REGIONAL MEDICAL CENTER,84405,Proprietary,Yes,3,Ogden,Utah
110194,DONALSONVILLE HOSPITAL INC,39845,Voluntary non-profit - Private,Yes,3,Donalsonville,Georgia
41323,ASHLEY COUNTY MEDICAL CENTER,71635,Voluntary non-profit - Private,Yes,3,Crossett,Arkansas
500027,SWEDISH MEDICAL CENTER,98122,Voluntary non-profit - Private,Yes,5,Seattle,Washington
34023,"GUIDANCE CENTER, THE",86004,Voluntary non-profit - Private,No,Not Available,Flagstaff,Arizona
260095,CENTERPOINT MEDICAL CENTER,64057,Proprietary,Yes,2,Independence,Missouri
130073,GROVE CREEK MEDICAL CENTER,83221,Voluntary non-profit - Private,No,Not Available,Blackfoot,Idaho
503301,MARY BRIDGE CHILDREN'S HOSPITAL,98415,Voluntary non-profit - Other,Yes,Not Available,Tacoma,Washington
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",92505,Voluntary non-profit - Other,Yes,4,Riverside,California
150072,MEMORIAL HOSPITAL,46947,Government - Local,Yes,4,Logansport,Indiana
271333,BROADWATER HEALTH CENTER,59644,Voluntary non-profit - Private,Yes,Not Available,Townsend,Montana
40154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,72032,Voluntary non-profit - Private,Yes,4,Conway,Arkansas
